CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente;Código Nuevo
09-824;109824;SAPU Presidente Salvador Allende Gossens;13;Metropolitana de Santiago;13125;Quilicura;9;M. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;109824
09-890;109890;SAPU Cristo Vive;13;Metropolitana de Santiago;13127;Recoleta;9;M. Norte;0;Primario;Primario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI;109890
09-902;200609;Centro Comunitario de Salud Familiar Dr. Lucas Sierra;13;Metropolitana de Santiago;13104;Conchalí;9;M. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;;;200609
10-720;110720;Centro Comunitario de Salud Familiar Catamarca;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110720
10-725;110725;Centro Comunitario de Salud Familiar Antumalal;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110725
10-735;110735;Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33);13;Metropolitana de Santiago;13103;Cerro Navia;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110735
10-750;110750;Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110750
10-752;110752;Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110752
10-754;110754;Centro Comunitario de Salud Familiar Río Claro;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110754
10-756;110756;Centro Comunitario de Salud Familiar Mar Caribe;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110756
10-758;110758;Centro Comunitario de Salud Familiar Santa Corina;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110758
10-760;110760;Centro Comunitario de Salud Familiar Curacaví;13;Metropolitana de Santiago;13503;Curacaví;10;M. Occidente;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110760
10-775;110775;Centro Comunitario de Salud Familiar La Islita;13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110775
10-778;110778;Centro Comunitario de Salud Familiar Padre Demetrio Bravo;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110778
10-781;110781;Centro Comunitario de Salud Familiar Obispo Pablo Lizama;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110781
10-783;110783;Centro Comunitario de Salud Familiar Codigua;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110783
10-926;200365;Centro Comunitario de Salud Familiar Villa Los Presidentes;13;Metropolitana de Santiago;13601;Talagante;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200365
24-974;200074;Centro de Sangre Austral;10;De Los Lagos;10101;Puerto Montt;24;Del Reloncaví;Consultorio de Diagnóstico y Tratamiento;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;200074
10-300;110300;Centro de Referencia de Salud Salvador Allende;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Centro de Referencia de Salud;Secundario;Secundario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110300
10-012;110012;Clínica Dental Móvil Simple. Pat. PW4083 (Curacaví);13;Metropolitana de Santiago;13503;Curacaví;10;M. Occidente;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110012
10-308;110308;Centro de Salud Familiar Peñaflor;13;Metropolitana de Santiago;13605;Peñaflor;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110308
10-366;110366;Centro de Salud Familiar Juan Pablo II;13;Metropolitana de Santiago;13604;Padre Hurtado;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110366
10-369;110369;Centro de Salud Familiar Dr. Fernando Monckeberg;13;Metropolitana de Santiago;13605;Peñaflor;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110369
10-370;110370;Centro de Salud Familiar El Monte;13;Metropolitana de Santiago;13602;El Monte;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110370
10-375;110375;Centro de Salud Familiar Isla de Maipo;13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110375
10-379;110379;Centro de Salud Familiar Dr. Francisco Boris Soler;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110379
10-380;110380;Centro de Salud Familiar San Manuel;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110380
10-381;110381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110381
10-385;110385;Centro de Salud Familiar Adriana Madrid De Costabal;13;Metropolitana de Santiago;13504;Maria Pinto;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110385
10-387;110387;Centro de Salud Familiar San Pedro;13;Metropolitana de Santiago;13505;San Pedro;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110387
10-390;110390;Centro de Salud Familiar Dr. Alberto Allende Jones;13;Metropolitana de Santiago;13601;Talagante;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110390
10-393;110393;Centro de Salud Familiar Villa Alhué;13;Metropolitana de Santiago;13502;Alhué;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110393
10-923;200342;Centro Comunitario de Salud Familiar Plaza México;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200342
10-310;110310;Centro de Salud Familiar Andes;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110310
10-315;110315;Centro de Salud Familiar Santa Anita;13;Metropolitana de Santiago;13117;Lo Prado;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110315
10-316;110316;Centro de Salud Familiar Pablo Neruda;13;Metropolitana de Santiago;13117;Lo Prado;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;110316
10-320;110320;Centro de Salud Familiar Lo Franco;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110320
10-325;110325;Centro de Salud Familiar Garín;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110325
10-330;110330;Centro de Salud Familiar Dr. Adalberto Steeger;13;Metropolitana de Santiago;13103;Cerro Navia;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110330
10-331;110331;Centro de Salud Familiar Lo Amor;13;Metropolitana de Santiago;13103;Cerro Navia;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110331
10-335;110335;Centro de Salud Familiar Cerro Navia;13;Metropolitana de Santiago;13103;Cerro Navia;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110335
10-340;110340;Centro de Salud Familiar Dr. Raúl Yazigi;13;Metropolitana de Santiago;13117;Lo Prado;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110340
10-345;110345;Centro de Salud Familiar Dr. Carlos Avendaño;13;Metropolitana de Santiago;13117;Lo Prado;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110345
10-350;110350;Centro de Salud Familiar Pudahuel Estrella;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110350
10-351;110351;Centro de Salud Familiar Pudahuel Poniente;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110351
10-352;110352;Centro de Salud Familiar Dr. Gustavo Molina;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110352
10-353;110353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110353
10-354;110354;Centro de Salud Familiar Violeta Parra;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110354
10-355;110355;Centro de Salud Familiar Dr. Arturo Albertz;13;Metropolitana de Santiago;13103;Cerro Navia;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110355
10-360;110360;Centro de Salud Familiar Renca;13;Metropolitana de Santiago;13128;Renca;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110360
10-361;110361;Centro de Salud Familiar Bicentenario;13;Metropolitana de Santiago;13128;Renca;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110361
10-362;110362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;13;Metropolitana de Santiago;13128;Renca;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110362
10-364;110364;Centro de Salud Familiar Huamachuco;13;Metropolitana de Santiago;13128;Renca;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110364
10-378;110378;Centro de Salud Familiar Dr. Edelberto Elgueta;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110378
10-601;110601;Consultorio Coaniquem;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;Consultorio General Urbano;Primario;Primario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI;110601
10-619;110619;COSAM Cerro Navia;13;Metropolitana de Santiago;13103;Cerro Navia;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110619
10-620;110620;COSAM Quinta Normal;13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110620
10-621;110621;COSAM Lo Prado;13;Metropolitana de Santiago;13117;Lo Prado;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110621
10-622;110622;COSAM Pudahuel;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110622
10-623;110623;COSAM Talagante;13;Metropolitana de Santiago;13601;Talagante;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110623
10-624;110624;COSAM Peñaflor;13;Metropolitana de Santiago;13605;Peñaflor;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110624
10-625;110625;COSAM Melipilla;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110625
10-626;110626;COSAM Renca;13;Metropolitana de Santiago;13128;Renca;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110626
10-627;110627;Centro Comunitario de Salud Mental;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110627
10-010;110010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Occidente);13;Metropolitana de Santiago;13101;Santiago;10;M. Occidente;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110010
10-100;110100;Hospital San Juan de Dios (Santiago, Santiago);13;Metropolitana de Santiago;13101;Santiago;10;M. Occidente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110100
10-110;110110;Instituto Traumatológico Dr. Teodoro Gebauer;13;Metropolitana de Santiago;13101;Santiago;10;M. Occidente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110110
10-120;110120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);13;Metropolitana de Santiago;13126;Quinta Normal;10;M. Occidente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110120
10-150;110150;Hospital San José (Melipilla);13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110150
10-160;110160;Hospital de Curacaví;13;Metropolitana de Santiago;13503;Curacaví;10;M. Occidente;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110160
10-130;110130;Hospital Adalberto Steeger (Talagante);13;Metropolitana de Santiago;13601;Talagante;10;M. Occidente;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110130
10-140;110140;Hospital de Peñaflor;13;Metropolitana de Santiago;13605;Peñaflor;10;M. Occidente;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;110140
10-400;110400;Posta de Salud Rural Aliro Cárcarmo (Lonquén);13;Metropolitana de Santiago;13601;Talagante;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110400
10-410;110410;Centro Comunitario de Salud Familiar Irene Frei Montalva;13;Metropolitana de Santiago;13124;Pudahuel;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110410
10-425;110425;Centro de Salud Familiar La Islita;13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110425
10-430;110430;Posta de Salud Rural San Antonio de Naltagua;13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110430
10-431;110431;Posta de Salud Rural Gacitúa;13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110431
10-432;110432;Posta de Salud Rural Las Mercedes ( Isla de Maipo );13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110432
10-440;110440;Posta de Salud Rural Bollenar;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110440
10-445;110445;Posta de Salud Rural Pahuilmo;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110445
10-450;110450;Posta de Salud Rural Pomaire;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110450
10-455;110455;Posta de salud Rural Pabellón;13;Metropolitana de Santiago;13501;Melipilla;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110455
10-465;110465;Posta de Salud Rural Santa Emilia;13;Metropolitana de Santiago;13504;Maria Pinto;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110465
10-470;110470;Posta de Salud Rural Las Mercedes ( María Pinto );13;Metropolitana de Santiago;13504;Maria Pinto;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110470
10-475;110475;Posta de Salud Rural Chorombo;13;Metropolitana de Santiago;13504;Maria Pinto;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110475
10-477;110477;Centro Comunitario de Salud Familiar María Salas;13;Metropolitana de Santiago;13503;Curacaví;10;M. Occidente;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110477
10-480;110480;Posta de Salud Rural San Pedro;13;Metropolitana de Santiago;13505;San Pedro;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110480
10-485;110485;Posta de Salud Rural Loica;13;Metropolitana de Santiago;13505;San Pedro;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110485
10-490;110490;Posta de Salud Rural La Manga;13;Metropolitana de Santiago;13505;San Pedro;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110490
10-492;110492;Posta de Salud Rural Nihue;13;Metropolitana de Santiago;13505;San Pedro;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110492
10-495;110495;Posta de Salud Rural El Prado;13;Metropolitana de Santiago;13505;San Pedro;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110495
10-500;110500;Posta de Salud Rural Villa Alhué;13;Metropolitana de Santiago;13502;Alhué;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110500
10-503;110503;Centro Comunitario de Salud Familiar Hacienda Alhué;13;Metropolitana de Santiago;13502;Alhué;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110503
10-505;110505;Posta de Salud Rural Pichi;13;Metropolitana de Santiago;13502;Alhué;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;NO;SI;110505
10-510;110510;Posta de Salud Rural El Asiento;13;Metropolitana de Santiago;13502;Alhué;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110510
10-515;110515;Posta de Salud Rural Santa María;13;Metropolitana de Santiago;13502;Alhué;10;M. Occidente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110515
10-011;110011;PRAIS (S.S Metropolitano Occidente);13;Metropolitana de Santiago;13101;Santiago;10;M. Occidente;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;110011
10-860;110860;SAR Renca;13;Metropolitana de Santiago;13128;Renca;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110860
10-867;110867;SAPU Santa Rosa de Chena;13;Metropolitana de Santiago;13604;Padre Hurtado;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110867
10-891;110891;SAPU Marcela Jacques Vargas;13;Metropolitana de Santiago;13601;Talagante;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;110891
12-707;112707;Centro Comunitario de Salud Familiar Lo Barnechea;13;Metropolitana de Santiago;13115;Lo Barnechea;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112707
12-716;112716;Centro Comunitario de Salud Familiar General Carol Urzúa Ibáñez;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112716
12-717;112717;Centro Comunitario de Salud Familiar Dragones de La Reina;13;Metropolitana de Santiago;13113;La Reina;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112717
12-799;112799;Centro Comunitario de Salud Familiar Bicentenario;13;Metropolitana de Santiago;13115;Lo Barnechea;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112799
12-937;200037;Centro Comunitario de Salud Familiar Elena Caffarena;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200037
12-907;200236;Centro Comunitario de Salud Familiar Villa Olímpica;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200236
12-908;200265;Centro Comunitario de Salud Familiar Andacollo;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200265
12-300;112300;Centro de Referencia de Salud Cordillera Oriente;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Centro de Referencia de Salud;Secundario;Secundario;Establecimiento Experimental;No Autogestionado;SI;No Especialidad;SI;SI;112300
12-980;112980;Centro Vida Integra de Las Condes;13;Metropolitana de Santiago;13114;Las Condes;13;M. Sur;Centro de Salud;No Aplica;No Aplica;Privado;No Autogestionado;NO;No Especialidad;SI;SI;112980
12-301;112301;Centro de Salud Familiar Dr. Hernán Alessandri;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112301
12-302;112302;Centro de Salud Familiar Dr. Alfonso Leng;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112302
12-303;112303;Centro de Salud Familiar Aguilucho;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112303
12-304;112304;Centro de Salud Familiar Apoquindo;13;Metropolitana de Santiago;13114;Las Condes;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112304
12-306;112306;Centro de Salud Familiar Aníbal Ariztía;13;Metropolitana de Santiago;13114;Las Condes;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112306
12-307;112307;Centro de Salud Familiar Lo Barnechea;13;Metropolitana de Santiago;13115;Lo Barnechea;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112307
12-309;112309;Centro de Salud Familiar Vitacura;13;Metropolitana de Santiago;13132;Vitacura;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112309
12-310;112310;Centro de Salud Familiar Rosita Renard;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112310
12-311;112311;Centro de Salud Familiar Salvador Bustos;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112311
12-312;112312;Centro de Salud Familiar Félix de Amesti;13;Metropolitana de Santiago;13118;Macul;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112312
12-313;112313;Centro de Salud Familiar Santa Julia;13;Metropolitana de Santiago;13118;Macul;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112313
12-314;112314;Centro de Salud Familiar La Faena;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112314
12-315;112315;Centro de Salud Familiar San Luis;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112315
12-316;112316;Centro de Salud Familiar Carol Urzúa Ibáñez;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112316
12-317;112317;Centro de Salud Familiar Ossandon;13;Metropolitana de Santiago;13113;La Reina;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112317
12-318;112318;Centro de Salud Familiar Lo Hermida;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112318
12-319;112319;Centro de Salud Familiar Padre Alberto Hurtado;13;Metropolitana de Santiago;13118;Macul;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112319
