CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente;Código Nuevo
21-347;121347;Centro de Salud Familiar Pedro de Valdivia;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;Invitado;NO;Atención de Especialidad;SI;SI;121347
21-348;121348;Centro de Salud Familiar Lican Ray;9;De La Araucanía;09120;Villarrica;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121348
21-349;121349;Centro de Salud Familiar Hualpín;9;De La Araucanía;09117;Teodoro Schmidt;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121349
21-350;121350;Centro de Salud Familiar Labranza;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;Invitado;NO;Atención de Especialidad;SI;SI;121350
21-354;121354;Centro de Salud Familiar Los Volcanes;9;De La Araucanía;09120;Villarrica;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121354
21-657;121657;Centro de Salud Familiar Metodista (Organizaciones sin fines de lucro y ONG);9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI;121657
21-911;200183;Centro de Salud Familiar El Carmen;9;De La Araucanía;09101;Temuco;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200183
21-913;200207;Centro de Salud Familiar Conun Huenu;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200207
21-344;121344;COSAM PRAIS;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;121344
21-351;121351;COSAM Padre las Casas;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;121351
21-601;121601;CECOSAM Temuco;9;De La Araucanía;09101;Temuco;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;121601
21-602;121602;COSAM Padre Las Casas;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;121602
21-010;121010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur);9;De La Araucanía;09101;Temuco;21;A. Sur;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;121010
21-109;121109;Hospital Dr. Hernán Henríquez Aravena (Temuco);9;De La Araucanía;09101;Temuco;21;A. Sur;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121109
21-111;121111;Hospital de Galvarino;9;De La Araucanía;09106;Galvarino;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121111
21-112;121112;Hospital de Vilcún;9;De La Araucanía;09119;Vilcún;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121112
21-113;121113;Hospital Dr. Eduardo González Galeno (Cunco);9;De La Araucanía;09103;Cunco;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121113
21-115;121115;Hospital de Carahue;9;De La Araucanía;09102;Carahue;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121115
21-116;121116;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);9;De La Araucanía;09116;Saavedra;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121116
21-118;121118;Hospital de Toltén;9;De La Araucanía;09118;Toltén;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121118
21-119;121119;Hospital de Gorbea;9;De La Araucanía;09107;Gorbea;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121119
21-120;121120;Hospital Familiar y Comunitario de Loncoche;9;De La Araucanía;09109;Loncoche;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121120
21-200;121200;Hospital San Francisco (Pucón) (D);9;De La Araucanía;09115;Pucón;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Otra Institución;No Autogestionado;SI;No Especialidad;SI;SI;121200
21-201;121201;Hospital Maquehue (D);9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Establecimiento Baja Complejidad;Primario;Terciario;Otra Institución;No Autogestionado;SI;No Especialidad;SI;SI;121201
21-110;121110;Hospital Dr. Abraham Godoy Peña de Lautaro;9;De La Araucanía;09108;Lautaro;21;A. Sur;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121110
21-114;121114;Hospital Intercultural de Nueva Imperial;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121114
21-117;121117;Hospital de Pitrufquén;9;De La Araucanía;09114;Pitrufquén;21;A. Sur;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121117
21-121;121121;Hospital de Villarrica;9;De La Araucanía;09120;Villarrica;21;A. Sur;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;121121
21-050;121050;Hospital de Campaña Cruz Roja Noruega;9;De La Araucanía;09114;Pitrufquén;21;A. Sur;0;Secundario;Terciario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;121050
21-416;121416;Posta de Salud Rural La Piedra;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121416
21-456;121456;Centro de Salud Familiar de Cajón;9;De La Araucanía;09119;Vilcún;21;A. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121456
21-457;121457;Posta de Salud Rural Labranza;9;De La Araucanía;09101;Temuco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121457
21-458;121458;Posta de Salud Rural Roble Huacho;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121458
21-459;121459;Posta de Salud Rural Laurel Huacho;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121459
21-460;121460;Posta de Salud Rural Collimallín;9;De La Araucanía;09101;Temuco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121460
21-461;121461;Posta de Salud Rural Truf Truf;9;De La Araucanía;09112;Padre Las Casas;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121461
21-462;121462;Posta de Salud Rural Pedregoso (Cunco);9;De La Araucanía;09103;Cunco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121462
21-463;121463;Posta de Salud Rural Conoco;9;De La Araucanía;09101;Temuco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121463
21-464;121464;Posta de Salud Rural El Temo;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121464
21-465;121465;Posta de Salud Rural Quillem;9;De La Araucanía;09113;Perquenco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121465
21-466;121466;Posta de Salud Rural Rehuecoyan;9;De La Araucanía;09113;Perquenco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121466
21-467;121467;Posta de Salud Rural Pitraco;9;De La Araucanía;09113;Perquenco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121467
21-468;121468;Posta de Salud Rural Coihueco (Lautaro);9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121468
21-469;121469;Centro Comunitario de Salud Familiar Pillanlelbún;9;De La Araucanía;09108;Lautaro;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121469
21-470;121470;Posta de Salud Rural Muco Chureo;9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121470
21-471;121471;Posta de Salud Rural Dollinco (Lautaro);9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121471
21-472;121472;Posta de Salud Rural Colonia Lautaro;9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121472
21-473;121473;Posta de Salud Rural Pumalal;9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;121473
21-474;121474;Posta de Salud Rural Blanco Lepín;9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;121474
21-475;121475;Posta de Salud Rural Ñereco;9;De La Araucanía;09108;Lautaro;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;121475
21-476;121476;Posta de Salud Rural Vega Redonda;9;De La Araucanía;09119;Vilcún;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;121476
21-477;121477;Posta de Salud Rural Cuel Ñielol;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121477
21-478;121478;Posta de Salud Rural Rapa - Mañiuco;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121478
21-479;121479;Posta de Salud Rural Nilpe;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121479
21-480;121480;Posta de Salud Rural Ailinco;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121480
21-481;121481;Posta de Salud Rural Repocura;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121481
21-482;121482;Posta de Salud Rural Fortín Ñielol;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121482
21-483;121483;Posta de Salud Rural Santa Carolina;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121483
21-484;121484;Posta de Salud Rural Rucatraro;9;De La Araucanía;09106;Galvarino;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121484
21-485;121485;Centro Comunitario de Salud Familiar Cherquenco;9;De La Araucanía;09119;Vilcún;21;A. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121485
21-486;121486;Posta de Salud Rural San Patricio;9;De La Araucanía;09119;Vilcún;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121486
21-487;121487;Posta de Salud Rural General López;9;De La Araucanía;09119;Vilcún;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121487
21-488;121488;Posta de Salud Rural Codinhue;9;De La Araucanía;09119;Vilcún;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121488
21-489;121489;Posta de Salud Rural Quintrilpe;9;De La Araucanía;09119;Vilcún;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121489
21-490;121490;Posta de Salud Rural Polul Coicoma;9;De La Araucanía;09114;Pitrufquén;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121490
21-491;121491;Posta de Salud Rural Las Hortensias;9;De La Araucanía;09103;Cunco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121491
21-492;121492;Posta de Salud Rural Villa García;9;De La Araucanía;09103;Cunco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121492
21-493;121493;Posta de Salud Rural Leufuche;9;De La Araucanía;09103;Cunco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121493
21-494;121494;Posta de Salud Rural Quecheregue;9;De La Araucanía;09103;Cunco;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121494
21-495;121495;Posta de Salud Rural Agua Tendida;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121495
21-496;121496;Posta de Salud Rural Huamaqui;9;De La Araucanía;09121;Cholchol;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121496
21-497;121497;Posta de Salud Rural Huentelar;9;De La Araucanía;09121;Cholchol;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121497
21-498;121498;Posta de Salud Rural Mañío Ducañán;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121498
21-499;121499;Posta de Salud Rural Chivilcoyan;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121499
21-500;121500;Posta de Salud Rural Bochoco;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121500
21-501;121501;Posta de Salud Rural Queupue;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121501
21-502;121502;Posta de Salud Rural Alto Boroa;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121502
21-503;121503;Posta de Salud Rural Rulo;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121503
21-504;121504;Posta de Salud Rural Huilío;9;De La Araucanía;09105;Freire;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121504
21-505;121505;Posta de Salud Rural Pto. Domínguez;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121505
21-506;121506;Posta de Salud Rural Tranapuente;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121506
21-507;121507;Posta de Salud Rural La Cabaña;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121507
21-508;121508;Posta de Salud Rural Alto Yupehue;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121508
21-509;121509;Posta de Salud Rural Santa Celia;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121509
21-510;121510;Posta de Salud Rural Puyangue;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121510
21-511;121511;Posta de Salud Rural Los Placeres;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121511
21-512;121512;Posta de Salud Rural Coi Coi;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121512
21-513;121513;Posta de Salud Rural La Sierra;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121513
21-514;121514;Posta de Salud Rural El Manzano (Carahue);9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121514
21-515;121515;Posta de Salud Rural Miramar;9;De La Araucanía;09111;Nueva Imperial;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121515
21-516;121516;Posta de Salud Rural Catripulli ( Carahue);9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121516
21-517;121517;Posta de Salud Rural Matte y Sánchez;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121517
21-518;121518;Posta de Salud Rural Hueñalihuén;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121518
21-519;121519;Posta de Salud Rural Loncoyamo;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121519
21-520;121520;Posta de Salud Rural Nehuentué;9;De La Araucanía;09102;Carahue;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121520
21-521;121521;Posta de Salud Rural Puaucho(Saavedra);9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121521
21-522;121522;Posta de Salud Rural Quifo;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121522
21-523;121523;Posta de Salud Rural Ranco;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121523
21-524;121524;Posta de Salud Rural Perquiñán;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121524
21-525;121525;Posta de Salud Rural Romopulli;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121525
21-526;121526;Posta de Salud Rural Piedra Alta;9;De La Araucanía;09116;Saavedra;21;A. Sur;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;121526
