Propuesta de Código;Tipo de LE;Glosa;Especialidad;tipo de Especialidad;Complejidad Nueva;Oncológicas;Edad_Min año;Edad_Max año;Edad_Min días;Edad_Max días
20-03-010;NO GES;Histerect. vía abdom., c/s anexect.uni o bilat.- Total o ampliada;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-011;NO GES;Ligamento ancho: abscesos y/o hematomas y/o flegmones y/o quistomas y/o várices u otros, trat. quir. (proc. aut.);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-012;NO GES;Conización y/o amputación del cuello, diagnostica y/o terapéutica  c/s biopsia;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-013;NO GES;Exanteración pelviana anterior y/o posterior;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-014;NO GES;Histerectomía por vía vaginal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-015;NO GES;Histerectomía radical con disección pelviana completa de territorios ganglionares, incluye ganglios lumboaórticos (operación de Wertheim o similares);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-016;NO GES;Histerectomía total c/intervención incontinencia urinaria, cualquier técnica;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-017;NO GES;Histeropexia;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-018;NO GES;Plastía uterina (operación de Strassmar o similares);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-019;NO GES;Polipectomía (uno o más) (proc. aut.);Ginecología y Obstetricia;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
20-03-020;NO GES;Sinequia y/o estenosis cervical, trat. quir.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-021;NO GES;Colpoceliotomía;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-022;NO GES;Incontinencia urinaria de esfuerzo, trat. quir. por vía vaginal (proc. aut.);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-023;NO GES;Prolapso anterior y/o posterior con repar., incontinencia urinaria por vía extravaginal o combinada;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-024;NO GES;Prolapso anterior y/o posterior c/s trat. de incontinencia urinaria por vía vaginal, trat. quir.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-025;NO GES;Quiste y/o desgarro y/o tabique vaginal, trat. quir.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-026;NO GES;Bartolinitis, vaciamiento y drenaje (proc. aut.);Ginecología y Obstetricia;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
20-03-027;NO GES;Bartolinocistoneostomía o extirp. de la glándula;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-028;NO GES;Vulvectomía- Radical;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-029;NO GES;Vulvectomía- Simple;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-030;NO GES;Desgarro cervical trat. quir.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-031;NO GES;Videolaparoscopía ginecológica exploradora (incluye toma de muestras para biopsias, punción de quistes y liberación de adherencias) (proc. aut.);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-040;NO GES;Incompetencia cervical trat. quir.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-041;NO GES;Extracción de DIU incrustado, por vía abdominal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-001;NO GES;Aborto retenido, vaciamiento de (incluye la inducción en los casos que corresponda);Ginecología y Obstetricia;;Proc;Intervención Quirúrgica No Oncológica;;;;
20-04-002;NO GES;Raspado uterino diagnóstico o terapéutico por metrorragia o por restos de aborto;Ginecología y Obstetricia;;Proc;Intervención Quirúrgica No Oncológica;;;;
20-04-005;NO GES;Cesarea con histerectomia;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-006;NO GES;Cesarea c/s salpingoligadura o salpingectomia;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-0X-XXX;NO GES;GINECOLOGIA Y OBSTETRICIA;Ginecología y Obstetricia;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-001;NO GES;Artroscopía diagnóstica c/s biopsia, c/s sección de bridas, extracción de cuerpo extraño;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-002;NO GES;Exostosis u osteocondroma, trat. quir.;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-003;NO GES;Quistes sinoviales de vainas flexoras, bursas;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-004;NO GES;Tracción halocraneana o estribo-craneana (proc. aut.);Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-005;NO GES;Tracción halocráneo-femoral;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-006;NO GES;Tracción transesquelética o de partes blandas en adultos o en niños (proc. aut.);Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-007;NO GES;Artrodesis- Codo o muñeca, c/u;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-008;NO GES;Artrodesis- hombro, cadera, rodilla, tobillo o sacroilíaca, c/u;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-009;NO GES;Artrodesis- Mano o pié c/u;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-010;NO GES;Brazo, antebrazo,  muslo y pierna, c/u;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-011;NO GES;Tratamiento completo de fracturas expuestas de mano o pie, c/u;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-012;NO GES;Osteítis, raspado, c/s secuestrectomía;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-013;NO GES;Osteomielitis aguda hematógena, drenaje quirúrgico, c/s dispositivos de osteoclisis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-014;NO GES;Osteomielitis crónica huesos largos, legrado óseo,  c/s osteosíntesis o aparato de yeso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-015;NO GES;Artrotomía hombro o cadera c/u;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-016;NO GES;Artrotomía otras articulaciones, c/u;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-017;NO GES;Pseudoartrosis  infectada huesos largos, trat. quir. cualquier técnica, c/s dispositivo de osteoclisis, c/s osteosíntesis o aparato de yeso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-018;NO GES;Autotrasplante óseo microquirúrgico;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-019;NO GES;Injerto esponjoso metafisiario;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-020;NO GES;Injertos esponjosos o córtico-esponjosos de cresta ilíaca;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-021;NO GES;Transplante óseo (auto u homotrasplante);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-022;NO GES;Lesiones quísticas con fractura patológica: legrado óseo, c/s relleno injerto esponjoso, c/s osteosíntesis y/o aparato de inmovilización postoperatoria;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-023;NO GES;Lesiones quísticas: legrado óseo, c/s relleno de injertos esponjosos;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-024;NO GES;Metástasis ósea c/s fractura patológica, legrado tumoral, relleno cemento quirúrgico y osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-025;NO GES;Tumor óseo, resección en bloque, c/s osteosíntesis y/o aparato inmovilización postoperatorio;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-026;NO GES;Tumores o quistes o lesiones pseudoquísticas o musculares y/o tendíneas, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-027;NO GES;Tumores óseos: resección en bloque, epifisiaria c/artrodesis o diafisiaria;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-028;NO GES;Tumores primarios o metastásicos vertebrales: corporectomía, reemplazo por cemento quir. o injerto óseo, c/s osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-029;NO GES;Sinovectomias quirurgicas de codo o muñeca o;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-030;NO GES;Sinovectomias quirurgicas de rodilla o cadera u hombre, c/u;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-031;NO GES;Epineurorrafia microquirúrgica con magnificación cualquier tronco nervioso (con excepción nervios digitales);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-033;NO GES;Biopsia ósea por punción;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-034;NO GES;Biopsia ósea quirúrgica;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-035;NO GES;Biopsia sinovial o muscular por punción;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-036;NO GES;Biopsia sinovial o muscular quirúrgica;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-037;NO GES;Biopsia vertebral por punción;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-038;NO GES;Muñón de amputación, regularización de;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-039;NO GES;Osteocondrosis o epifisitis, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-040;NO GES;Amputación interescápulo-torácica;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-041;NO GES;Desarticulación escápulo-humeral;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-042;NO GES;Cirugía de Hombro Endoprótesis total, cualquier técnica;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-043;NO GES;Fijación de escápula;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-044;NO GES;Fractura cuello humeral, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-045;NO GES;Fractura de clavícula, osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-046;NO GES;Fractura escápula, osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-047;NO GES;Luxación acromio-clavicular o esterno-clavicular, reducción o plastía cápsuloligamentosa y osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-048;NO GES;Luxación recidivante, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-049;NO GES;Luxación traumática hombro, reducción cruenta;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-050;NO GES;Luxofractura, reducción y osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-051;NO GES;Ruptura manguito rotadores, trat. quir. c/s acromiectomía;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-052;NO GES;Transposiciones musculares;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-053;NO GES;Amputación brazo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-054;NO GES;Fractura supracondílea niño, tracción esquelética, c/s osteosíntesis y aparato de yeso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-055;NO GES;Osteosíntesis diafisiaria (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-056;NO GES;Osteosíntesis supra o intercondílea (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-057;NO GES;Osteotomía (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-058;NO GES;Pseudoartrosis c/s osteosíntesis c/s yeso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-059;NO GES;Artroplastía con fascia;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-060;NO GES;Cúpula radial, resección;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-061;NO GES;Cúpula radial, resección con implante de silastic o similar;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-062;NO GES;Endoprotesis total de codo, (cualquier tecnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-063;NO GES;Epicondilitis, trat. quir. (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-064;NO GES;Luxación, reducción cruenta;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-065;NO GES;Luxofractura, reducción cruenta c/s resección cúpula radial;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-066;NO GES;Osteosíntesis epitroclea-epicóndilo (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-067;NO GES;Osteosíntesis olécranon u osteosíntesis de cúpula radial (proc. aut.) (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-068;NO GES;Traslocación nervio cubital (proc. aut.);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-069;NO GES;Operación de salvataje radio-procúbito;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-070;NO GES;Amputación antebrazo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-071;NO GES;Extirpación metáfisis distal del cúbito y artrodesis radiocubital inferior;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-072;NO GES;Luxofracturas (Monteggia-Galeazzi), reducc. y osteosíntesis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-073;NO GES;Osteosíntesis, fract. cerrada cubito y/o radio (cualq. técn.);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-074;NO GES;Osteotomía uno o ambos huesos, c/s ostesíntesis c/s yeso o trat. quir. Enf. de Kienbock;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-075;NO GES;Pseudoartrosis  cúbito y/o radio c/s osteosíntesis c/s yeso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-076;NO GES;Sinostosis radio-cubital, trat. quir., c/s injerto;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-077;NO GES;Trasplantes músculo-tendinosos;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-078;NO GES;Contractura isquem. de Volkmann: descenso muscular, neurolisis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-079;NO GES;Endoprotesis total de muñeca, (cualquier tecnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-080;NO GES;Estiloides cubital, radial, resección de.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-081;NO GES;Fractura o pseudoartrosis escafoides, trat. quir. cualq. técn.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-082;NO GES;Implante silastic o similares (escafoides, semilunar);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-083;NO GES;Luxación radiocarpiana, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-084;NO GES;Luxación semilunar ,escafoidea, reducción y osteosíntesis semicruenta o cruenta;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-085;NO GES;Osteosíntesis radio, (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-086;NO GES;Tendovaginosis de De Quervain, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-087;NO GES;Amputación dedos de la mano (tres o más);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-088;NO GES;Amputación dedos de la manode la mano (uno o dos);Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-089;NO GES;Amputación mano o del pulgar;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-090;NO GES;Amputación pulpejos (plastía Kutler o similares);Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-091;NO GES;Contractura Dupuytren, trat. quir., cada tiempo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-092;NO GES;Contusión-compresión grave, trat. quir. incluye incisiones liberadoras y/o fasciotomía y/o escarectomía y/o injertos piel inmediatos y síntesis percutánea;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
