Propuesta de Código;Tipo de LE;Glosa;Especialidad;tipo de Especialidad;Complejidad Nueva;Oncológicas;Edad_Min año;Edad_Max año;Edad_Min días;Edad_Max días
18-02-042;NO GES;Quiste hidatídico, único o múltiple, y/o cistoyeyunoanastomosis, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-043;NO GES;Abscesos, quistes, pseudoquistes o similares, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-044;NO GES;Heridas, traumatismos, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-045;NO GES;Pancreatectomía parcial;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-046;NO GES;Pancreatectomía total c/s esplenectomía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-047;NO GES;Pancreatoduodenectomía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-048;NO GES;Secuestrectomía en pancreatitis aguda;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-049;NO GES;Autoimplante de bazo (incluye esplenectomía);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-050;NO GES;Esplenectomía total o parcial (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-051;NO GES;Operación de etapificación (incluye esplenectomía, biopsias hepáticas, de ganglios abdominales y de cresta ilíaca);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-052;NO GES;Sutura esplénica (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-053;NO GES;Apendicectomía y/o dren. absceso apendicular (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-054;NO GES;Cierre de colostomía (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-055;NO GES;Colostomía (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-056;NO GES;Colostomía, complicaciones tardías, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-057;NO GES;Divertículo de Meckel, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-058;NO GES;Entero-enteroanastomosis o enterocoloanastomosis (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-059;NO GES;Enterotomía o enterostomía (yeyunostomía u otra) (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-060;NO GES;Ileostomía terminal o en asa (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-061;NO GES;Invaginación intestinal, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-062;NO GES;Persistencia conducto onfalomesentérico, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-063;NO GES;Quiste uraco, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-065;NO GES;Oclusión intestinal, trat. quir.:- Con resección;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-066;NO GES;Oclusión intestinal, trat. quir.:- Sin resección;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-067;NO GES;Colectomía parcial o hemicolectomía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-068;NO GES;Colectomía total abdominal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-069;NO GES;Descenso de colon c/conservación del esfínter, incluye resección de colon;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-070;NO GES;Hartmann, operación de (o similar);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-071;NO GES;Perforación y/o herida de intestino, única o múltiple, trat. quir. (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-072;NO GES;Quiste y/o tumor del mesenterio y/o epiplones, único y/o múltiple, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-073;NO GES;Reconstitución  tránsito post operación de Hartmann o sim.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-074;NO GES;Resección de intestino y enteroanastomosis (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-075;NO GES;Resección intestinal masiva por trombosis mesentérica u otra etiología;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-076;NO GES;Duplicación intestinal, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-077;NO GES;Mal rotación intestinal, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-079;NO GES;Gastrectomía total con ostomías proximal y distal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-080;NO GES;Reconstitución  de tránsito en 2° tiempo de operación código 18-02-079;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-081;NO GES;Colecistectomía por videolaparoscopía, proc. completo;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-02-082;NO GES;Resección intestinal con ostomías proximal y distal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-100;NO GES;Trasplante hepático;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-101;NO GES;Diafragmática por vía abdominal o cualquiera otra hernia con uso de prótesis (incluye el valor de la prótesis);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-148;NO GES;Yeyunopancreatostomía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-001;NO GES;Absceso anorrectal complejo (implica hospitalización y anestesia general);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-002;NO GES;Absceso anorrectal simple, trat. quir.;Cirugía Digestiva;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
18-03-003;NO GES;Absceso sacrocoxígeo, drenaje;Cirugía Digestiva;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
18-03-004;NO GES;Biopsia quirúrgica rectal (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-03-005;NO GES;Criptectomía y/o papilectomía (cualquier número, proc. aut.);Cirugía Digestiva;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
18-03-006;NO GES;Cuerpo extraño rectal:Extracción por vía abdominal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-007;NO GES;Cuerpo extraño rectal:Extracción por vía anal;Cirugía Digestiva;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
18-03-008;NO GES;Desgarros y heridas anorrectales con compromiso del esfinter;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-009;NO GES;Desgarros y heridas anorrectales sin compromiso del esfinter;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-010;NO GES;Esfinterotomía (proc. aut.);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-011;NO GES;Estenosis anal, plastía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-012;NO GES;Estenosis rectal, plastía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-013;NO GES;Fecaloma, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-014;NO GES;Fístula rectovesical  trat. quir. de:- ;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-015;NO GES;Fístula  Rectovaginal, rectouretral o uretrovaginal trat. quir. de:-;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-016;NO GES;Fístula Anorrectal, de cualquier tipo trat. quir. de:- ;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-017;NO GES;Fisura anal, repar. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-018;NO GES;Hemorroidectomía (incluye otras operaciones complementarias en canal anal);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-019;NO GES;Hemorroides, trombectomía (proc. aut.);Cirugía Digestiva;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
18-03-020;NO GES;Imperforación anal,reconstitución transito por via abdomino-perineal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-021;NO GES;Imperforación anal,reconstitución transito porImperforación anal,reconstitución transito por via perineal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-022;NO GES;Imperforación anal, reconstitución transito por via sagital posterior;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-023;NO GES;Incontinencia anal, trat. quir. de- Con cerclaje;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-024;NO GES;Incontinencia anal, trat. quir. de- Con plastía muscular;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-025;NO GES;Pólipo rectal, trat. quir.- Por vía abdominal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-026;NO GES;Pólipo rectal, trat. quir.- Por vía anal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-027;NO GES;Prolapso rectal, trat. quir.- Por vía abdominal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-028;NO GES;Prolapso rectal, trat. quir.- Por vía anal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-029;NO GES;Panproctocolectomía (2 equipos);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-03-030;NO GES;Prurito anal, trat. quir. por denervación;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-031;NO GES;Quiste sacrocoxígeo, trat. quir.;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-032;NO GES;Resección abdómino-perineal de ano y recto (2 equipos);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-03-033;NO GES;Resección abdómino-perineal de ano y recto ampliada (2 equipos) (incluye genitales femeninos);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-03-034;NO GES;Resección anterior de recto;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-03-035;NO GES;Resección perineal de ano y recto;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
18-03-038;NO GES;Condilomas anales, trat. quir. (para electrofulguración ver cód. 16-01-006);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-0X-XXX;NO GES;GASTROENTEROLOGIA;Cirugía Digestiva;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
19-02-001;NO GES;Cirugía Riñón Absceso perinefrítico, vaciamiento;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-002;NO GES;Cirugía Riñón Arterias renales, operaciones sobre (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-003;NO GES;Cirugía Riñón Auto o heterotrasplante;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-004;NO GES;Cirugía Riñón Cirugía de banco, (proc. completo) (micro-extracorpórea), autotrasplante;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-005;NO GES;Litiasis renal, trat. quir. percutáneo c/s ultrasonido (incluye todo el procedimiento);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-006;NO GES;Litiasis renal, trat. quir. por nefrotomía anatrófica o bivalva;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-008;NO GES;Lumbotomía exploradora c/s dren., c/s biopsia (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-009;NO GES;Nefrectomía parcial y/o cirugía de traumatismo renal;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-010;NO GES;Nefrectomía radical ampliada (incluye ganglios);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-011;NO GES;Nefrectomía total;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-012;NO GES;Nefrostomía, nefropexia y/o nefrotomía por litiasis, biopsias u otras;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-013;NO GES;Pielotomía exploradora y/o terapéutica (incluye la  pielostomía y/o pieloplastía);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-014;NO GES;Cirugía Suprarrenales Suprarrenalectomía bilateral;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-015;NO GES;Suprarrenalectomía unilateral;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-016;NO GES;Anastomosis de los uréteres;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-017;NO GES;Fístula urétero-vaginal, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-018;NO GES;Nefroureterectomía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-019;NO GES;Ureterectomía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-020;NO GES;Urétero-litotomía abierta;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-021;NO GES;Urétero-litotomía endoscópica c/ureteroscopía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-022;NO GES;Ureteroplastías, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-023;NO GES;Uréterorrafia y/o uréterolisis c/u;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-024;NO GES;Ureterostomía bilateral: vesical, cutánea o intestinal;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-025;NO GES;Ureterostomía unilateral: vesical, cutánea o intestinal;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-027;NO GES;Cistectomía parcial y/o trat. quir. de divertículo vesical;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-028;NO GES;Cistectomía radical, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-029;NO GES;Cistoplastía, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-030;NO GES;Cistorrafia, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-031;NO GES;Cistostomía c/s extracción de cuerpo extraño o cálculo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-032;NO GES;Extrofia vesical, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-033;NO GES;Fístula vésico-cutánea, y/o vaginal, y/o intest., trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-034;NO GES;Lesiones del cuello vesical, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-035;NO GES;Ligadura de arterias hipogástricas (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-036;NO GES;Operación de Bricker;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-037;NO GES;Resección endoscópica de cáncer vesical;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-038;NO GES;Reservorio continente intestinal externo o interno;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-040;NO GES;Diverticulectomía por vía vaginal, perineal, penoescrotal o quistectomía uretral;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-041;NO GES;Flegmón urinoso, drenaje y cistostomía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-042;NO GES;Glándulas de Cowper, lesiones de las, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-043;NO GES;Hipospadia distal o plastía de uretra (cada tiempo);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-044;NO GES;Hipospadia proximal, trat. quir. en un tiempo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-045;NO GES;Incontinencia urinaria, trat. quir. por vía abdominal, suprapúbica o combinada (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-046;NO GES;Meatotomía mujer;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-047;NO GES;Meatotomía quirúrgica c/s resección de pólipo o carúncula;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-048;NO GES;Pólipo meato, electrocoagulación;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-049;NO GES;Uretrectomía c/s cistostomía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-050;NO GES;Plastía de uretra o trat. de fístulas residuales;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-051;NO GES;Uretrostomía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-052;NO GES;Uretrotomía externa (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-053;NO GES;Uretrotomía interna y/o uretrolitotomía (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-054;NO GES;Absceso de prostata y vesiculas seminales, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-055;NO GES;Adenoma o cáncer prostático, resección endoscópica;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-056;NO GES;Adenoma prostático, trat. quir. cualquier vía o técnica abierta;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-057;NO GES;Tumores malignos de próstata o vesículas seminales, trat. quir. Radical;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-058;NO GES;Vesiculostomía diagnóstica y/o terapéutica;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-059;NO GES;Biopsia quirúrgica (uno o ambos) (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-060;NO GES;Descenso testículo abdominal c/s hernioplastía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-061;NO GES;Descenso testículo inguinal c/s hernioplastía;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-062;NO GES;Escroto, plastía de, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-063;NO GES;Hidatidectomía unilat. c/s eversión de la vaginal (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-064;NO GES;Hidrocele y/o hematocele, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-065;NO GES;Orquidectomía un lado;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-066;NO GES;Orquidopexia  un lado;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-067;NO GES;Prótesis testicular, (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-068;NO GES;Tumores malignos del testículo, orquidectomía ampliada no incluye vaciamiento lumbo-aórtico;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-069;NO GES;Tumores malignos del testículo, orquidectomía ampliada con vaciamiento lumbo-aórtico;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-070;NO GES;Anastomosis de los deferentes;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-071;NO GES;Epididimectomía parcial o total, un lado;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-072;NO GES;Plastía epidídimo-deferente (operación de Martín o sim.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-073;NO GES;Quistes del cordón, y/o epidídimo, extirpación, epididimotomía diagnóstica y/o terapéutica (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-074;NO GES;Torsión del cordón, trat. quir. (incluye la fijación del otro testículo);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-075;NO GES;Varicocele unilateral, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-076;NO GES;Vasectomía bilateral, (proc. aut.) (la vasectomía como tiempo previo a una resección de próstata esta incluida en la prostatectomía);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-077;NO GES;Epispadias, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-078;NO GES;Amputación parcial del pene (proc. aut.);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-079;NO GES;Amputación total del pene, proc. completo;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-080;NO GES;Biopsia de pene (proc. aut.);Urología y Nefrología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
19-02-081;NO GES;Cavernosostomía y/o caverno-espongiostomía y/o shunt safenocavernoso;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-082;NO GES;Circuncisión (incluye sección de frenillo, y/o de sinequias bálano-prepuciales, y/o incisión dorsal c/s meatotomía);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-083;NO GES;Lesiones del cuerpo cavernoso, trat. quir.;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-084;NO GES;Meatotomía hombre y/o sección frenillo y/o incisión dorsal, (proc. aut.);Urología y Nefrología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
19-02-085;NO GES;Plastía de pene, proc. completo (no incluye valor de la prótesis);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-090;NO GES;Litiasis renal trat. por onda de choque (litotripLitiasis renal trat. por onda de choque (litotripsia extracorpórea);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-XXX;NO GES;UROLOGIA Y NEFROLOGIA;Urología y Nefrología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
20-02-001;NO GES;Absceso y/o hematoma, trat. quir.;Ginecología y Obstetricia;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
20-02-002;NO GES;Mastectomía parcial (cuadrantectomía o similar) o total s/vaciamiento ganglionar;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-02-003;NO GES;Mastectomía radical o tumorectomía c/vaciamiento ganglionar o mastectomía total c/vaciamiento ganglionar;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-02-005;NO GES;Tumor benigno y/o quiste y/o mama supernumeraria y/o aberrante o politelia, o biopsia quirúrgica extemporánea, trat. quir. (proc. aut);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-001;NO GES;Ooforectomía parcial o total, uni o bilateral (proc. aut.);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-002;NO GES;Anexectomía y/o vac. de absceso tubo-ovárico, uni o bilateral.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-003;NO GES;Embarazo tubario, trat. quir.;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-004;NO GES;Ligadura o sección uni o bilateral de las trompas (Madlener, Pomeroy, o similares) (proc. aut.);Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-005;NO GES;Salpingectomía uni o bilateral;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-006;NO GES;Esterilidad tubaria, op. plástica, uni o bilateral- Con microcirugía;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-007;NO GES;Esterilidad tubaria, op. plástica, uni o bilateral- Sin microcirugía;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-008;NO GES;Miomectomía;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-009;NO GES;Histerect. vía abdom., c/s anexect.uni o bilat.- Sub-total;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
