CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente
26-228;126228;Laboratorio Clínico Corporación Municipal Punta Arenas;12;De Magallanes y de la Antártica Chilena;12101;Punta Arenas;26;Magallanes;Laboratorio Clínico o Dental;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-090;126090;Oficina Sanitaria Dorotea;12;De Magallanes y de la Antártica Chilena;12401;Natales;26;Magallanes;Oficina Sanitaria;No Aplica;No Aplica;Autoridad Sanitaria;No Autogestionado;NO;No Especialidad;SI;SI
26-400;126400;Posta de Salud Rural Cerro Castillo (Torres del Paine);12;De Magallanes y de la Antártica Chilena;12402;Torres del Paine;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-402;126402;Posta de Salud Rural Río Verde;12;De Magallanes y de la Antártica Chilena;12103;Río Verde;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-403;126403;Posta de Salud Rural Tehuelches;12;De Magallanes y de la Antártica Chilena;12102;Laguna Blanca;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-404;126404;Posta de Salud Rural Punta Delgada;12;De Magallanes y de la Antártica Chilena;12104;San Gregorio;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-410;126410;Posta de Salud Rural Puerto Edén;12;De Magallanes y de la Antártica Chilena;12401;Natales;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-412;126412;Posta de Salud Rural Cameron;12;De Magallanes y de la Antártica Chilena;12303;Timaukel;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-413;126413;Posta de Salud Rural Dorotea;12;De Magallanes y de la Antártica Chilena;12401;Natales;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-414;126414;Posta de Salud Rural Agua Fresca;12;De Magallanes y de la Antártica Chilena;12101;Punta Arenas;26;Magallanes;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-011;126011;PRAIS (S.S Magallanes);12;De Magallanes y de la Antártica Chilena;12101;Punta Arenas;26;Magallanes;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
26-800;126800;SAPU Dr. Mateo Bencur;12;De Magallanes y de la Antártica Chilena;12101;Punta Arenas;26;Magallanes;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-801;126801;SAPU Dr. Juan Damianovic;12;De Magallanes y de la Antártica Chilena;12101;Punta Arenas;26;Magallanes;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
26-095;126095;Vacunatorio SEREMI de Salud Magallanes;12;De Magallanes y de la Antártica Chilena;12101;Punta Arenas;26;Magallanes;Vacunatorio;Primario;Primario;Autoridad Sanitaria;No Autogestionado;NO;No Especialidad;SI;SI
09-900;200554;Centro Comunitario de Salud Familiar Las Enredaderas;13;Metropolitana de Santiago;13108;Independencia;9;M. Norte;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI
10-927;200385;Centro Comunitario de Salud Familiar San Vicente de Naltagua;13;Metropolitana de Santiago;13603;Isla de Maipo;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI
10-928;200454;Centro Comunitario de Salud Familiar Lo Chacón;13;Metropolitana de Santiago;13602;El Monte;10;M. Occidente;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI
12-923;200389;Centro Comunitario de Salud Familiar Amapolas;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI
;200556;Hospital Digital;13;Metropolitana de Santiago;13101;Santiago;0;M. Sur;Hospital Digital;Secundario;Secundario;0;No Autogestionado;NO;;;SI
14-906;200468;COSAM CEIF Puente Alto Norte;13;Metropolitana de Santiago;13201;Puente Alto;14;M. Sur Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;;;SI
14-907;200475;Centro Comunitario de Salud Familiar Las Lomas;13;Metropolitana de Santiago;13110;La Florida;14;M. Sur Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI
17-701;117701;Centro Comunitario de Salud Familiar Padre Hurtado;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-702;117702;Centro Comunitario de Salud Familiar El Roble;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-706;117706;Centro Comunitario de Salud Familiar El Casino;16;De Ñuble;16107;Quillón;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-729;117729;Centro Comunitario de Salud Familiar Valle Hondo;16;De Ñuble;16301;San Carlos;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-799;117799;Centro Comunitario de Salud Familiar Los Alpes;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-902;200261;Centro Comunitario de Salud Familiar Doña Isabel;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-012;117012;Clínica Dental Móvil Triple. Pat. PW4105 (Chillán);16;De Ñuble;16101;Chillán ;17;Ñuble;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-455;117455;Consultorio General Rural de Pueblo Seco;16;De Ñuble;16108;San Ignacio;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-301;117301;Centro de Salud Familiar Violeta Parra;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Urbano;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-302;117302;Centro de Salud Familiar San Ramón Nonato;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-303;117303;Centro de Salud Familiar Ultraestación Dr. Raúl San Martín González;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-304;117304;Centro de Salud Familiar Isabel Riquelme;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-305;117305;Centro de Salud Familiar Portezuelo;16;De Ñuble;16205;Portezuelo;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-306;117306;Centro de Salud Familiar Quillón;16;De Ñuble;16107;Quillón;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-307;117307;Centro de Salud Familiar Cobquecura;16;De Ñuble;16202;Cobquecura;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-308;117308;Centro de Salud Familiar San Ignacio;16;De Ñuble;16108;San Ignacio;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-309;117309;Centro de Salud Familiar San Fabián;16;De Ñuble;16304;San Fabián;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-310;117310;Centro de Salud Familiar Pemuco;16;De Ñuble;16105;Pemuco;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-311;117311;Centro de Salud Familiar Dr. José Duran Trujillo;16;De Ñuble;16301;San Carlos;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-312;117312;Centro de Salud Familiar San Nicolás;16;De Ñuble;16305;San Nicolás;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-313;117313;Centro de Salud Familiar Ñiquén;16;De Ñuble;16303;Ñiquén;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-314;117314;Centro de Salud Familiar Dr. David Benavente de Ninhue;16;De Ñuble;16204;Ninhue;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-315;117315;Centro de Salud Familiar Campanario;16;De Ñuble;16109;Yungay;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-316;117316;Centro de Salud Familiar Ñipas;16;De Ñuble;16206;Ránquil;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-317;117317;Centro de Salud Familiar Pinto;16;De Ñuble;16106;Pinto;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-318;117318;Centro de Salud Familiar Coihueco;16;De Ñuble;16302;Coihueco;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-319;117319;Centro de Salud Familiar Quiriquina;16;De Ñuble;16108;San Ignacio;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-322;117322;Centro de Salud Familiar Quinchamalí;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-324;117324;Centro de Salud Familiar Los Volcanes;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-325;117325;Centro de Salud Familiar Luis Montecinos;16;De Ñuble;16302;Coihueco;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-326;117326;Centro de Salud Familiar Santa Clara;16;De Ñuble;16102;Bulnes;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-327;117327;Centro de Salud Familiar Treguaco;16;De Ñuble;16207;Treguaco;17;Ñuble;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-328;117328;Centro de Salud Familiar Dr. Federico Puga;16;De Ñuble;16103;Chillán Viejo;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-329;117329;Centro de Salud Familiar Teresa Baldechi;16;De Ñuble;16301;San Carlos;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-330;117330;Centro de Salud Familiar Sol de Oriente;16;De Ñuble;16101;Chillán ;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-331;117331;Centro de Salud Familiar Dra. Michelle Bachelet Jeria;16;De Ñuble;16103;Chillán Viejo;17;Ñuble;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-601;117601;COSAM Chillán;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-602;117602;COSAM San Carlos;16;De Ñuble;16301;San Carlos;17;Ñuble;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-010;117010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Ñuble);16;De Ñuble;16101;Chillán ;17;Ñuble;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-101;117101;Hospital Clínico Herminda Martín (Chillán);16;De Ñuble;16101;Chillán ;17;Ñuble;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-102;117102;Hospital de San Carlos;16;De Ñuble;16301;San Carlos;17;Ñuble;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-103;117103;Hospital Comunitario de Salud Familiar de Bulnes;16;De Ñuble;16102;Bulnes;17;Ñuble;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-104;117104;Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay);16;De Ñuble;16109;Yungay;17;Ñuble;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-106;117106;Hospital Comunitario de Salud Familiar de Quirihue;16;De Ñuble;16201;Quirihue;17;Ñuble;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-107;117107;Hospital Comunitario de Salud Familiar de El Carmen;16;De Ñuble;16104;El Carmen;17;Ñuble;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-108;117108;Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;16;De Ñuble;16203;Coelemu;17;Ñuble;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI
17-401;117401;Posta de Salud Rural Talquipén;16;De Ñuble;16302;Coihueco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-403;117403;Posta de Salud Rural Bustamante;16;De Ñuble;16302;Coihueco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-405;117405;Posta de Salud Rural Capilla Cato;16;De Ñuble;16101;Chillán ;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-406;117406;Posta de Salud Rural Minas del Prado;16;De Ñuble;16302;Coihueco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-407;117407;Posta de Salud Rural Tanilvoro;16;De Ñuble;16302;Coihueco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-409;117409;Posta de Salud Rural Recinto;16;De Ñuble;16106;Pinto;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-410;117410;Posta de Salud Rural Huape;16;De Ñuble;16101;Chillán ;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-413;117413;Posta de Salud Rural Rucapequén;16;De Ñuble;16103;Chillán Viejo;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-414;117414;Posta de Salud Rural Nebuco;16;De Ñuble;16103;Chillán Viejo;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-415;117415;Centro Comunitario de Salud Familiar Cachapoal;16;De Ñuble;16301;San Carlos;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-416;117416;Posta de Salud Rural Rivera de Ñuble;16;De Ñuble;16301;San Carlos;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-418;117418;Centro Comunitario de Salud Familiar Chacay;16;De Ñuble;16303;Ñiquén;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-419;117419;Posta de Salud Rural Ñiquén;16;De Ñuble;16303;Ñiquén;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-421;117421;Posta de Salud Rural Torrecillas;16;De Ñuble;16301;San Carlos;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-422;117422;Posta de Salud Rural La Gloria;16;De Ñuble;16303;Ñiquén;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-423;117423;Posta de Salud Rural Monte Blanco;16;De Ñuble;16301;San Carlos;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-425;117425;Posta de Salud Rural Las Raíces;16;De Ñuble;16102;Bulnes;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-426;117426;Centro Comunitario de Salud Familiar Tres Esquinas;16;De Ñuble;16102;Bulnes;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-427;117427;Posta de Salud Rural Nueva Aldea;16;De Ñuble;16206;Ránquil;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-430;117430;Posta de Salud Rural Cartago;16;De Ñuble;16105;Pemuco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-431;117431;Posta de Salud Rural Gral. Cruz;16;De Ñuble;16105;Pemuco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-433;117433;Posta de Salud Rural El Sauce (Ninhue);16;De Ñuble;16204;Ninhue;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-434;117434;Posta de Salud Rural Los Remates;16;De Ñuble;16201;Quirihue;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-435;117435;Posta de Salud Rural Trehualemu;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-436;117436;Posta de Salud Rural Pedregal de Zapallar;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-437;117437;Posta de Salud Rural San Vicente (El Carmen);16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-438;117438;Posta de Salud Rural Huemul;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-439;117439;Posta de Salud Rural Ranguelmo;16;De Ñuble;16203;Coelemu;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-442;117442;Posta de Salud Rural Guarilihue;16;De Ñuble;16203;Coelemu;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-443;117443;Posta de Salud Rural Boca Itata;16;De Ñuble;16207;Treguaco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-444;117444;Posta de Salud Rural Denecan;16;De Ñuble;16207;Treguaco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-445;117445;Posta de Salud Rural Vegas de Itata;16;De Ñuble;16203;Coelemu;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-446;117446;Posta de Salud Rural Minas de Leuque;16;De Ñuble;16207;Treguaco;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-447;117447;Posta de Salud Rural Cucha Cox;16;De Ñuble;16205;Portezuelo;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-448;117448;Posta de Salud Rural Liucura Alto;16;De Ñuble;16107;Quillón;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-449;117449;Posta de Salud Rural Juan Enrique Mora;16;De Ñuble;16107;Quillón;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-450;117450;Posta de Salud Rural Casino;16;De Ñuble;16107;Quillón;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI
17-451;117451;Posta de Salud Rural Buchupureo;16;De Ñuble;16202;Cobquecura;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-452;117452;Posta de Salud Rural Colmuyao;16;De Ñuble;16202;Cobquecura;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-454;117454;Posta de Salud Rural El Calvario;16;De Ñuble;16108;San Ignacio;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-457;117457;Posta de Salud Rural Capilla Norte;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-458;117458;Posta de Salud Rural San Antonio (Yungay);16;De Ñuble;16109;Yungay;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-459;117459;Posta de Salud Rural Capellanía;16;De Ñuble;16205;Portezuelo;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-461;117461;Posta de Salud Rural Toquihua;16;De Ñuble;16301;San Carlos;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-462;117462;Posta de Salud Rural Arizona;16;De Ñuble;16301;San Carlos;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-463;117463;Posta de Salud Rural El Rincón;16;De Ñuble;16204;Ninhue;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-464;117464;Posta de Salud Rural Zemita;16;De Ñuble;16303;Ñiquén;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-465;117465;Posta de Salud Rural San Ignacio Palomares;16;De Ñuble;16206;Ránquil;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-467;117467;Posta de Salud Rural El Caracol;16;De Ñuble;16304;San Fabián;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-468;117468;Posta de Salud Rural Belén (Ñiquen);16;De Ñuble;16303;Ñiquén;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-469;117469;Posta de Salud Rural Ciruelito;16;De Ñuble;16106;Pinto;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-470;117470;Posta de Salud Rural Trabuncura;16;De Ñuble;16304;San Fabián;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-471;117471;Posta de Salud Rural Puente Ñuble;16;De Ñuble;16305;San Nicolás;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-472;117472;Posta de Salud Rural Chancal;16;De Ñuble;16107;Quillón;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-473;117473;Posta de Salud Rural Capilla Sur;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-474;117474;Posta de Salud Rural Agua Santa;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-475;117475;Posta de Salud Rural Castañal;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-476;117476;Posta de Salud Rural Las Hormigas;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-477;117477;Posta de Salud Rural Chamizal;16;De Ñuble;16104;El Carmen;17;Ñuble;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-011;117011;PRAIS (S.S Ñuble);16;De Ñuble;16101;Chillán ;17;Ñuble;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-801;117801;SAR Violeta Parra;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI
17-802;117802;SAPU San Ramón de Nonato;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-803;117803;SAPU Ultraestación;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-811;117811;SAPU José Durán Trujillo;16;De Ñuble;16301;San Carlos;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-824;117824;SAPU Los Volcanes;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-828;117828;SAPU Dr. Federico Puga;16;De Ñuble;16103;Chillán Viejo;17;Ñuble;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
17-904;200558;COSAM Ñuble;16;De Ñuble;16101;Chillán ;17;Ñuble;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;;;SI
15-700;115700;Centro Comunitario de Salud Familiar San Rafael;6;Del Libertador Gral. B. O'Higgins;06101;Rancagua;15;O'Higgins;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
15-701;115701;Centro Comunitario de Salud Familiar Dr. Eduardo de Geyter;6;Del Libertador Gral. B. O'Higgins;06101;Rancagua;15;O'Higgins;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
15-703;115703;Centro Comunitario de Salud Familiar Ciudad de Paju;6;Del Libertador Gral. B. O'Higgins;06101;Rancagua;15;O'Higgins;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI
