Código;Prestación;COD;Tipo de lista;Vigencia Entrada;Vigencia Salida;Nombre Tipo de Procedimiento;Especialidad;Edad_Min año;Edad_Max año;tipo de Especialidad
18-01-022;Intubacion Sonda De Sengstaken;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-023;Intubacion Con Sonda Gastrica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-024;Intubacion Con Sonda De Miller-Abbot O De Alimentacion;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-025;Dilatacion Essofagica Por Balon Neumatico (De Mosher O Similar);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-026;Dilatacion Esofagica Por Bujia De Hg (Hurst O Similar);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-027;Colocacion Endoscopica De Tubo  Transtumoral En Via Biliar;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-028;Cuerpo Extrano De Esofago Y/O Estomago, Extraccion;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-029;Devolvulacion Del Sigmoides Por Endoscopia (Incluye Ano-Recto-Sigmoidoscopia) (Proc. Aut);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-030;Dilatacion Ano-Rectal, Por Sesion;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-031;Polipos De Esofago Y/O Estomago O Intestino Delgado,;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-032;Escleroterapia De Hemorroides, Cualquier Numero (Incluye Cod. 18-01-004 Al 18-01-007 Según Corresp);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-033;Escleroterapia O Hemostasia De Varices Esofagicas Y/O Ulcera;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-034;Extraccion Percutanea Incruenta De Calculos Biliares;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-035;Ligadura Hemorroides;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-036;Papilotomia Endoscopica C/S Extraccion De Calculos, C/S;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-037;Ureasa, Test De (Para Helicobacter Pylori) O Similar;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-038;Puncion Evacuadora De Absceso Intraabdominales (Hepatico U Otros), C/S Toma De Muestra, C/S Inyeccion De Medicamentos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-041;Puncion Evacuadora De Liquido Ascitico, Con Colocacion De Expansores De Plasma, C/S Tomada De Muestra, C/S Inyeccion De Medicamentos (No Incluye El Valor De Los Expansores Ni Otros Medicamentos);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-042;Vaciamiento Manual De Fecaloma;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-043;Manometria Anorrectal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
18-01-045;Polipos Rectales, Rectosigmoideos O De Colon Trat. Completo;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE GASTROENTEROLOGÍA;Gastroenterología;0;150;Médica
19-01-001;Exploracion De Uretra Antero-Posterior Con Bujia Y/O Explo -;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-002;Cistoscopia Con Sondeo De Uno O Ambos Ureteres;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-003;Cistoscopia Y/O Uretrocistoscopia Y/O Uretroscopia;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-004;Ureteronefroscopia;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-005;Prostatica Transparietal O Transrectal (Ademas Anestesia;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-006;Renal Transparietal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-007;Cistometria (Proc.Aut.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-008;Electromiografia Perineal Y Del Esfinter Uretral En Adultos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-009;Electromiografia Perineal Y Del Esfinter Uretral En Ninos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-010;Perfil Uretral (Proc.Aut.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-011;Uroflujometria (Proc.Aut.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-012;Cistografia Por Sonda (De Relleno) O Por Puncion  Hipo-;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-013;Inyeccion De Medio De Contraste En Cuerpo Cavernoso;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-015;Ureteropielografia Ascendente (Directa) Por Cateterismo;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-016;Uretrografia Retrograda O Cistouretrografia (Miccional);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-018;Dilatacion Uretra C/S Masaje, C/S Instilacion O Inyeccion De;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-019;Instilacion Vesical (Incluye Colocacion De Sonda) Proc. Aut.;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-020;Inyeccion De Medicamentos En El Pene;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-021;Vac. Vesical P/Puncion Hipogastrica O Cistostomia P/Puncion;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-022;Vac. Vesical Por Sonda Uretral, (Proc. Aut.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-023;Hemodiálisis Con Insumos Incluidos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-024;Hemodiálisis Sin Insumos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-025;Peritoneodiálisis  (Incluye Insumos);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-026;Peritoneodiálisis Continua En Paciente Crónico (Adulto O Niños) (Tratamiento Mensual);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-027;Hemodiálisis, Tratamiento Mensual (Con Insumos Incluidos);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-028;Hemodiálisis Con Bicarbonato Con Insumos (Por Sesion);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-029;Hemodiálisis Con Bicarbonato Con Insumos (Tratamiento Mensual);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
19-01-030;Estudio Urodinamico (Incluye Cistometria, Emg Perineal Y Del;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE UROLOGÍA Y NEFROLOGÍA;Urología;0;150;Médica
19-01-126;Instalación De Cateter Para Peritoneodiális;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;UROLOGIA Y NEFROLOGIA  / DIALISIS.;Urología;0;150;Médica
20-01-001;Amnioscopía C/S Escalpe Fetal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-002;Colposcopía;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-005;Histeroscopía Diagnostica O Terapéutica (Proc. Aut.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-006;Amniocentesis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-007;Culdocentesis (Punción Del Douglas);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-008;Hidrotubación Y/O Insuflación De Trompas;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-009;Monitoreo Basal Con Informe;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-010;Monitoreo Fetal Estresante, Con Control Permanente Del Especialista Y Tratamiento De Las Posibles Complicaciones;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-012;Galactografía (A.C.  04-02-005);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-013;Histerosalpingografía (A.C. 04-02-011);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-014;Biopsia Endometrio, Vulva, Vagina, Cuello, C/U (Proc. Aut.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-015;Colocación O Extracción De Dispositivo Intrauterino (No Incluye El Valor Del Dispositivo);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-016;Electrodiatermo O Criocoagulación De Lesiones Del Cuello;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-020;Test Postcoital;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-021;Cordocentesis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-022;Punción Evacuadora De Quistes Mamarios, C/S Toma De Muestras, C/S Inyección De Medicamentos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-01-023;Biopsia Estereotaxíca Digital De Mama;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
20-04-002;Raspado Uterino Diagnóstico O Terapéutico Por Metrorragia O Por Restos De Aborto;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;GINECOLOGIA Y OBSTETRICIA / PROCEDIMIENTOS DIAGNOSTICOS Y TERAPEUTICOS.;Ginecología Y Obstetricia;0;150;Médica
21-01-001;Infiltracion Local Medicamentos (Bursas, Tendones, Yuxtaarticulares Y/O Intraarticulares;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-01-002;Procedimiento Para Exploraciones Radiologicas (Incluye Maniobra E Inyeccion Del Medio De Contraste);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-01-003;Movilizacion Articular Bajo Anestesia General.;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-001;Calzon Corto De Yeso;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-002;Corbata Tipo Schantz;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-003;Minerva De Yeso;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-004;Rodillera, Bota Larga O Corta De Yeso;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-005;Velpeau;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-006;Yeso Antebraquial C/S Ferula Digital;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-007;Yeso Braquicarpiano;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-008;Yeso Pelvipedio Bilateral;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-009;Yeso Pelvipedio Unilateral;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-010;Yeso Toracobraquial;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-011;Corsets De Milwaukee O Similares (Incluye La Toma De Molde );3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-012;Corsets De Risser O Similares;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-05-013;Corsets De Yeso Simple (Tipo Watson Jones);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS DE TRAUMATOLOGÍA;Traumatología;0;150;Médica
21-07-001;Luxaciones De Articulaciones Medianas (Hombro, Codo, Rodilla, Tobillo, Muñeca, Tarso Y Esternoclavicular);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-002;Luxaciones De Articulaciones  Mayores (Columna, Cadera, Pelvis);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-003;Luxaciones De Articulaciones Menores (El Resto);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-004;Fracturas Mayores (Columna, Pelvis, Supracondílea, Codo, Epífisis Femorales);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-005;Fracturas Medianas (Diáfisis Humeral, Radial, Cubital, Diáfisis Femoral, Tibial, Peroneal, Clavicular, Platillos Tibiales);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-006;Fracturas Menores (El Resto);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-007;Tto.Funcional C/Técnica Sarmiento Y Similaresextremidad Inferior;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-008;Tto.Funcional C/Técnica Sarmiento Y Similaresextremidad Superior;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-009;Luxación Congénita De Cadera, Trat. Ortopédico Completo (Uni O Bilateral);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
21-07-010;Pie Bot, Cada Pie, Hasta 10 Cambios De Yeso;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ORTOPEDICOS                                  ;Procedimientos;0;150;Médica
23-01-002;Ortesis Cervicales (Collares Blandos Y Duros);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-029;Cojin De Abduccion O Paulik;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-032;Ortesis De Columna (Milwaukee, Taylor O Similares);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-034;Ortesis Palmar Activa (Ucla);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-035;Ortesis Radial De Posicion;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-036;Ortesis Corta De Posicion (Digitales);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-037;Ortesis Uso Nocturno En Miembro Inferior;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
23-01-038;Ortesis Larga De Posicion (Ext. Superior);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROTESIS;Protesis;0;150;Médica
27-01-001;Aplicación De Sellantes;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-002;Desgastes Selectivos;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-003;Destartraje Y Pulido Coronario;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-005;Exodoncia Permanente;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-006;Exodoncia Temporal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-007;Fluoración Tópica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-008;Mantenedores De Espacio;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-009;Obturación Amalgama ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-010;Obturación Composite;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-011;Pulpotomía;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-012;Urgencias;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-013;Examen De Salud Oral;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-014;Trabajo Comunitario;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-015;Radiografía Retroalveolar Y Bite-Wing (Por Placa);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-016;Obturación Vidrio Ionómero;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-01-017;Barniz De Flúor;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-004;Obturación Inlay Metal (Incluye Materiales No Preciosos, No Incluye Oro);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-005;Periodoncia, Consulta;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-006;Plano Alivio Oclusal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-007;Prótesis De Restitución (Fase Clínica);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-008;Prótesis Metálica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-009;Radiografía Extraoral (Por Placa);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-010;Radiografía Oclusal (Por Placa);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-011;Prótesis De Restitución (Fase Laboratorio);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
27-02-012;Reparación Compuesta De Prótesis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;PROCEDIMIENTOS ODONTOLÓGICOS;Odontología;0;150;Odontológica
