Código;Prestación;COD;Tipo de lista;Vigencia Entrada;Vigencia Salida;Nombre Tipo de Procedimiento;Especialidad;Edad_Min año;Edad_Max año;tipo de Especialidad
50-99-182;Examen: Antigeno Urinario Para Legionella Y Neumococo;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-183;Examen: Triptasa Serica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-184;Examen: Test De Nugent (Cortisol Serico Post Dexametasona);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-185;Examen: Pcr Toxoplasmosis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-186;Examen: Pcr Streptococcus Agalactiae;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-187;Examen: Arilsulfatasa (A Y B);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-188;Examen: Hexosaminidasa  (A Y B);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
50-99-189;Examen: Hexosaminidasa  Total;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;OTROS PROCEDIMIENTOS;Procedimientos;0;150;Médica
11-03-001;Aneurisma Coroideo De Cuero Cabelludo, Tratamiento. Quirurgico.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-002;Sinus Pericrani, Tratamiento. Quirurgico.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-003;Hundimiento Del Cráneo Simple, Reparación De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-004;Defecto Óseo Craneoplastía Con Autoinjerto;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-005;Defecto Óseo Craneoplastía Con Prótesis (No Incluye Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-006;Defecto Óseo Tumores De Calota, Extirp. De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-007;Defecto Óseo Osteomielitis, Limpieza Quirúrgica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-008;Defecto Óseo Craniectomías Descompresivas;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-009;Defecto Óseo Reparación De Fractura Crecedora;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-010;Craneoestenosis Craneotomías Lineales;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-011;Craniectomías C/S Remodelación Ósea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-012;Craniectomías C/S Remodelación Ósea (Honorario 2° Cirujano);4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-014;Encéfalo Y Envolturas Hematoma O Absceso Extradural, Vaciamiento De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-015;Encéfalo Y Envolturas Reparación De Fístula De Lcr;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-016;Encéfalo Y Envolturas Hematoma, Empiema O Colección Subdural, Vaciamiento De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-017;Encéfalo Y Envolturas Quistes Aracnoidales Encefálicos, Tratamiento. Quirurgico. (Suprasellares, Temporales, Cerebelosos, Etc.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-018;Encéfalo Y Envolturas Ventriculostomía O Instalación De Derivativa Ventricular Externa O Instalación De Captor Para Medición De Pic O Punción Biopsia O Reservorio Para Administración De Medicamentos;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-019;Encéfalo Y Envolturas Absceso Cerebral, Tratamiento. Quirurgico.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-020;Encéfalo Y Envolturas Herida Por Bala Craneoencefálica Y/O Extirpación De Cuerpo Extraño;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-021;Encéfalo Y Envolturas Hundimiento Expuesto, Repararacion. De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-022;Encéfalo Y Envolturas Lobectomías Por Contusión Cerebral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-023;Encéfalo Y Envolturas Hematoma Intracerebral, Vaciamiento De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-024;Tumores Y/O Quistes Y/O Cavernoma (Extirpación) De Base De Cráneo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-025;Tumores Y/O Quistes Y/O Cavernoma (Extirpación) Intraorbitarios;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-026;Tumores Y/O Quistes Y/O Cavernoma (Extirpación) Encefálicos Y De Hipófisis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-027;Lesiones Vasculares Tto Quirúrgico Aneurismas, Malformaciones Arteriovenosas Encefálicas U Orbitarias, Fístulas Dúrales;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-028;Fístula Carótida Cavernosa Tratamiento Endovascular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-029;Fístula Carótida Cavernosa, Tratamiento Quirúrgico.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-030;Anastomosis Y Revascularización Cerebral Endodurosinangiosis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-031;Anastomosis Y Revascularización Cerebral Extra-Intracraneana (Cirugía De Carótida: Ver Cirugía Vascular Periférica);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-032;Cirugía Derivativa De Lcr Instalación De Derivativas De Lcr (No Incluye Valor De La Válvula);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-033;Cirugía Derivativa De Lcr Revisión O Exteriorización De Derivativa;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-034;Cirugía Derivativa De Lcr Ventriculocisternostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-035;Cirugía Derivativa De Lcr Fenestración, Septostomía O Coagulación Plexos Coroídeos (Tratamiento. Endoscópico);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-036;Malformaciones Cirugía Descompresiva De Fosa Posterior U Occipito-Vertebral En Arnol Chiari, Siringomielia;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-037;Malformaciones Meningo Y Meningoencefalocele Occipital, Repar. De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-038;Nervios Craneanos Cirugía Descompresiva Neurovascular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-039;Nervios Craneanos Neurotomías;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-040;Nervios Craneanos Neurolisis O Microcompresión Percutánea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-041;Cirugía De La Epilepsia (Cualquier Técnica);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-042;Estereotaxia Y Cirugía Funcional Biopsia ( Neurocirugía );4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-043;Estereotaxia Y Cirugía Funcional Coagulación De Núcleos O Vías Encefálicas;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-044;Estereotaxia Y Cirugía Funcional Implantación De Isótopos (Braquiterapia) (No Incluye Valor Del Radiofármaco);4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-045;Estereotaxia Y Cirugía Funcional Implantación De Estimuladores Intracraneanos;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-046;Columna Y Médula Instalación De Estimuladores Medulares;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-047;Columna Y Médula Disrafias Espinales: Meningocele, Mielomeningocele, Diastematomielia, Lipoma, Lipomeningocele, Médula Anclada, Etc.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-048;Columna Y Médula Neurotomía Facetaria Percutánea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-049;Hernia Núcleo Pulposo, Estenorraquis, Aracnoiditis, Fibrosis Perirradicular Cervical, Dorsal O Lumbar, Trat. Quirurgico.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-050;Laminectomía Descompresiva;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-051;Heridas Raquimedulares, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-052;Tumor Vertebral, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-053;Tumor O Quiste Medular O Intrarraquídeo, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-054;Malformación Arteriovenosa O Fístula Dural Medular, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-055;Cordotomía Percutánea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-056;Mielotomía, Dreztomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-057;Rizotomía (Cualquier Técnica);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-058;Tumor De Nervio Periférico, Extirp. De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-059;Nervios Periféricos Y Plexos Reparación De Plexos C/S Neurotización Con Técnica Microquirúrgica O Injertos Interfasciculares;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-060;Sección De Nervio, Reparación Con Injerto;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-061;Sección De Nervio, Reparación Sin Injerto;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-062;Neurolisis Con Técnica Microquirúrgica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-063;Neurolisis Externa;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-064;Síndrome Del Escaleno, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-065;Síndrome De Costilla Cervical, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-066;Síndrome Del Túnel Del Carpo O Del Tarso U Otro, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-067;Nervios Periféricos Transposición Cubital, Repar. De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-068;Neurectomía, Cualquier Localización, Cada Zona Quirúrgica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-069;Fijación De Columna (Cervical ¿ Dorsal ¿ Lumbar) Cualquier Vía Abordaje, C/S Osteosíntesis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
11-03-132;Instalación De Derivativas De Lcr (Incluye Valor De La Válvula);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Neurocirugía;0;150;Médica
12-02-001;Vía Lagrimal Intubación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-002;Puntos Lagrimales, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-003;Vía Lagrimal Reconstitución De Canalículos;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-004;Saco Y / O Glándula Lagrimal Absceso, Vaciamiento Y/O Drenaje De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-005;Saco Y / O Glándula Lagrimal Dacriocistorrinostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-006;Saco Y / O Glándula Lagrimal Extirpación De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-007;Reconstitución Vía Lagrimal En Ausencia Del Saco;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-008;Tumor De Glándula Lagrimal, Trat. Quir. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-009;Tumor Maligno  Del Saco, Trat. Quir. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-010;Párpado Y Ceja Absceso De Parpadopárpado Y Ceja Absceso De Parpado Y Ceja, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-011;Biopsia De Párpado Y/O Anexos (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-012;Párpado Y Ceja Blefarochalasis, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-013;Párpado Y Ceja Blefarofimosis, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-014;Párpado Y Ceja Blefarorrafia Con Blefarotomía Posterior;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-015;Párpado Y Ceja Cantoplastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-016;Chalazión Y Otros Tumores Benignos (Uno O Más En El Mismo Ojo), Trat. Quir. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-017;Párpado Y Ceja Coloboma, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-018;Párpado Y Ceja Ectropión, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-019;Párpado Y Ceja Entropión, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-020;Epicanto, Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-021;Párpado Y Ceja Ptosis, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-022;Quiste Dermoide De La Cola De La Ceja, Resec. Plástica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-023;Párpado Y Ceja Tumor Maligno, Trat. Quir. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-024;Párpado Y Ceja Xantelasma, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-025;Conjuntiva  Herida O Dehiscencia, Sutura De (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-026;Pterigión Y/O Pseudopterigión O Su Recidiva, Extirpación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-027;Simbléfaron, Resección De Adherencias Y Plastía De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-028;Conjuntiva Tumor Benigno, Extirp. De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-029;Absceso De Orbita, Tratamiento Quirurgico.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-030;Orbita Corrección De Cavidad Anoftálmica Trat. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-031;Cuerpo Extraño Orbitario (Con Orbitotomía);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-032;Exanteración Orbitaria O Tumor Orbitario, Trat. Quirúrgico Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-033;Orbitotomía Anterior;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-034;Orbitotomía Lateral Descompresiva;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-035;Biopsia De Globo Ocular (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-036;Enucleación O Implante De Prótesis Ocular (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-037;Enucleación Con Implante De Prótesis Ocular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-038;Estrabismo, Trat. Quir. Completo (Uno O Ambos Ojos);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-039;Exanteración Ocular (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-040;Globo Y Músculos Oculares Lesión Traumática, Sutura De (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-041;Cornea Y Esclerótica Cirugía Refractiva, Queratotomía Radial O Similar Con Bisturí De Diamante;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-042;Cornea Y Esclerótica Crioterapia Y Recesión Conjuntival;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-044;Cuerpo Extraño, Extracción Quir. De Cornea Y Esclerótica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-045;Glaucoma, Trat. Quir. Por Cualquier Técnica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-046;Herida Penetrante Corneal O Corneo-Escleral O Dehiscencia De Sutura;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-047;Queratectomía Laminar Cornea Y Esclerótica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-048;Cornea Y Esclerótica Queratoplastía. Injerto Lamelar O Penetrante Trat. Quir. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-049;Cornea Y Esclerótica Queratoprótesis, Implantación De (No Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-050;Recubrimiento Conjuntival;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-051;Rehabilitación Superficie Ocular (Con Injerto De Mucosa);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-053;Iris Y Cuerpo Ciliar Iridectomía Periférica Y/U Óptica, (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-054;Tumor, Tratamiento  Quirúrgico. Iris Y Cuerpo Ciliar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-055;Coroides, Cámara Posterior Y Retina Desgarro Sin Desprendimiento, Diatermo Y/O Crío Y/O Fotocoagulación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-056;Desprendimiento Retinal, Cirugía Convencional (Exoimplantes);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-057;Retinopatía Proliferativa, (Diabética, Hipertensiva, Eales Y Otras) Panfotocoagulación (Trat. Completo);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-058;Tumor, Diatermo Y/O Crío Y/O Fotocoagulación De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-059;Vasculopatía Retinal (Excepto Retinopatía Proliferativa) Diatermo Y/O Crío Y/O Fotocoagulación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-060;Vitrectomía C/Retinotomía (C/S Inyección De Gas O Silicona);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-061;Vitrectomía Con Inyección De Gas O Silicona;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-062;Vitrectomía Con Vitreófago (Proc. Aut);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-063;Cristalino Y Cuerpo Ciliar Catarata Facoéresis Intracapsular O Catarata Secundaria O Discisión Y Aspiración De Masas;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-064;Facoéresis Extracapsular Con Implante De Lente Intraocular (No Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-065;Implante Secundario De Lente Intraocular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-066;Cristalino Y Cuerpo Ciliar Catarata Aspiración Esferular C/S Capsulotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-067;Intervención Con Laser Discisión De Cápsula Posterior;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-068;Intervención Con Laser Iridotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-069;Intervención Con Laser Trabeculoplastía O Iridoplastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-070;Sinequiotomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-071;Herida O Dehiscencia De Sutura De Párpado, Reparación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-072;Reconstrucción De Piso Orbitario;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-073;Operación Triple (Injerto, Facoéresis E Implante De Lente Intraocular) (No Incluye Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-074;Hernia De Iris Y/O Fístulas, Reparación De;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-075;Retinopexia Neumática;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
12-02-076;Extracción O Corrección De Desplazamiento De Lente Intraocular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Oftalmología;0;150;Médica
