CODIGO;Base REM;Tipo de Prestación;Código SIGTE;NOMBRE;Especialidad;Complejidad Nueva;Temporabilidad;Vigencia Entrada;Vigencia Salida
2703005;NO;4;27-03-005;Glosectomías;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703006;NO;4;27-03-006;Implante endodóntico intraóseo;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703007;NO;4;27-03-007;Implantes subperiósticos;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703008;NO;4;27-03-008;Inclusiones dentarias (extracción de 3° Molar);Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703009;NO;4;27-03-009;Injertos en boca;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703010;NO;4;27-03-010;Intervenciones quirúrgicas en el seno maxilar;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703011;NO;4;27-03-011;Plastía de fístula salival;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703012;NO;4;27-03-012;Preparación quirúrgica de los maxilares con fines protésicos;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703013;NO;4;27-03-013;Profundización de vestíbulo o reconstrucción de rebordes, con o sin injerto;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703014;NO;4;27-03-014;Reimplante y trasplante dentario;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703015;NO;4;27-03-015;Remoción de cuerpo extraño y secuestrectomía;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703016;NO;4;27-03-016;Sutura completa de herida mayor;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703017;NO;4;27-03-017;Sutura completa de herida menor;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703018;NO;4;27-03-018;Sutura simple de herida;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2703019;NO;4;27-03-019;Tratamiento quirúrgico fracturas maxilar superior;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703020;NO;4;27-03-020;Tratamiento quirúrgico de fracturas en maxilar inferior;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703021;NO;4;27-03-021;Tratamiento de traumatismo dento alveolar simple;Odontología;Proc;Antigua;31-12-2008;31-12-2024
2703022;NO;4;27-03-022;Tratamiento de traumatismo dento alveolar complejo;Odontología;Proc;Antigua;31-12-2008;31-12-2024
2703023;NO;4;27-03-023;Implante endo-oseo oseointegrable;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703024;NO;4;27-03-024;Pilar Protésico sobre Implantes;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
2703XXX;NO;4;27-03-XXX;ODONTOLOGIA;Odontología;Cirugía Menor;Antigua;31-12-2008;31-12-2017
7003001;NO;4;70-03-001;Operaciones sobre el sistema arterial Embolectomía y/o trombectomía, unilateral, miembro superior o inferior (proc. aut.);Cardiovascular;Cirugía Menor;Antigua;31-12-2008;31-12-2024
2103313;NO;4;21-03-313;Intervención quirúrgica intergral Escoliosis Neuromuscular;Odontología;Cirugía Mayor;Antigua;31-12-2008;31-12-2024
1103127;PPV;4;11-03-127;Aneurisma De Alta Complejidad (PPV);Neurocirugía;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1103120;PPV;4;11-03-120;Tumores Y/O Quistes Intracraneanos Alta Complejidad (PPV);Neurocirugía;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104313;PPV;4;21-04-313;Intervencion Quirurgica Integral Escoliosis Neuromuscular (PPV);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1103100;PPV;4;11-03-100;Coils Alta Complejidad (PPV);Neurocirugía;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1103070;SI;4;11-03-070;Biopsia de nervio periférico;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103071;SI;4;11-03-071;Retiro de material de osteosíntesis o distractores en cirugía de craneosinostosis;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103072;SI;4;11-03-072;Denervación facetaria o ramo medial columna;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103073;SI;4;11-03-073;Artroplastia de columna ;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103074;SI;4;11-03-074;Aseo quirúrgico de columna vertebral;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103075;SI;4;11-03-075;Laminoplastía cervical;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103076;SI;4;11-03-076;Guía estereotáxica para realización de cirugía o procedimiento neuroquirúrgico intracranéano ;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103077;SI;4;11-03-077;Neurotomía periférica selectiva para tratamiento de espasticidad;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103078;SI;4;11-03-078;Cementación vertebral cervical, dorsal o lumbar hasta 3 niveles;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103079;SI;4;11-03-079;Cementación vertebral cervical, dorsal o lumbar mas de 3 niveles;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103080;SI;4;11-03-080;Fusión intersomatica cervical;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103081;SI;4;11-03-081;Fusión intersomática dorsal y lumbar corta;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103082;SI;4;11-03-082;Fusión intersomática dorsal y lumbar larga;Neurocirugía;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1103083;SI;4;11-03-083;Liberación quirúrgica de nervio periférico en el Síndrome del Túnel Carpiano téc. WALANT (anestesia local sin torniquete);Neurocirugía;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1202079;SI;4;12-02-079;Facoemulsificación;Oftalmología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1202080;SI;4;12-02-080;Tratamiento quirúrgico ptosis de la ceja;Oftalmología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1202081;SI;4;12-02-081;Evisceración del globo ocular;Oftalmología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1202083;SI;4;12-02-083;Tratamiento Trasplante de Córnea;Oftalmología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302001;SI;4;13-02-001;Absceso y/o hematomas oído externo, trat. quir.;Oftalmología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1302027;SI;4;13-02-027;Drenaje de absceso o flegmón de vestíbulo bucal;Otorrinolaringología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1302074;SI;4;13-02-074;Intervención quirúrgica implante coclear;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302075;SI;4;13-02-075;Fractura laríngea, reducción abierta c/s microplacas;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302076;SI;4;13-02-076;Punción timpánica para inyección de medicamentos;Otorrinolaringología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1302077;SI;4;13-02-077;Implante activo de oído medio;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302078;SI;4;13-02-078;Tumor de conducto auditivo externo, extirpación con reparación (injerto) del conducto;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302079;SI;4;13-02-079;Aticotomía (excluye timpanoplastia funcional);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302080;SI;4;13-02-080;Plastía o dilatación por vía endoscópica trompa de Eustaquio;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302081;SI;4;13-02-081;Meatoplastía en oído radicalizado;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302082;SI;4;13-02-082;Reparación de brecha osteomeníngea por vía transtemporal;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302083;SI;4;13-02-083;Resección subtotal del hueso temporal (incluye tegmen, laberinto y punta de peñasco);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302084;SI;4;13-02-084;Resección total del hueso temporal (abordaje combinado orl y neurocirujano);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302085;SI;4;13-02-085;Timpanectomía con o sin tubos de ventilación;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302086;SI;4;13-02-086;Timpanoplastía funcional con reconstrucción de cadena osicular (excluye miringoplastía);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302087;SI;4;13-02-087;Timpanotomía exploradora;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302088;SI;4;13-02-088;Tiroplastia 1-4;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302089;SI;4;13-02-089;Toma de injerto cartilago tragal;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302090;SI;4;13-02-090;Toma de injerto fascia temporal;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302091;SI;4;13-02-091;Tumor glómico petro-tímpano-mástoídeo, tratamiento quirúrgico;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302092;SI;4;13-02-092;Cirugía de fosa pterigo palatina;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302093;SI;4;13-02-093;Reparación de válvula nasal;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302094;SI;4;13-02-094;Resección de tumor de base de cráneo anterior con reparación de duramadre (colgajo pediculado de haddad o similar);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302095;SI;4;13-02-095;Resección lateral del hueso temporal (incluye mástoides y conducto auditivo externo en forma circular);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302096;SI;4;13-02-096;Tumor benigno nasosinusal y/o rinofaríngeo, resección por vía endoscópica (excluye fibroangioma nasofaríngeo);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302097;SI;4;13-02-097;Tumor de espacio parafaríngeo, extirpación;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302098;SI;4;13-02-098;Tumor maligno nasosinusal y/o rinofaríngeo, tratamiento quirúrgico por vía endoscópica;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302099;SI;4;13-02-099;Sinuplastía seno frontal con balón por endoscopía u otra técnica;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302100;SI;4;13-02-100;Sinuplastía seno maxilar con balón por endoscopía u otra técnica;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302101;SI;4;13-02-101;Sinuplastía seno esfenoidal con balón por endoscopia u otra técnica;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302102;SI;4;13-02-102;Dacriocistocele reseccion vía nasal;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302103;SI;4;13-02-103;Abducción de aritenoides, aritenoidopexia;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302104;SI;4;13-02-104;Cordectomía, sinequia y otras malformaciones, tratatamiento quirúrgico por endoscópica (incluye laser);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302105;SI;4;13-02-105;Subluxación articulación cricotiroídea;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302106;SI;4;13-02-106;Laringectomía parcial endoscópica con láser, incluye cordectomía ampliada (carcinoma supraglótico);Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302107;SI;4;13-02-107;Laringoplastía por laringomalacia;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302108;SI;4;13-02-108;Inyección de cuerda vocal vía endoscópica;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1302109;SI;4;13-02-109;Inyección de cuerda vocal vía externa;Otorrinolaringología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1502067;SI;4;15-02-067;Toma de injerto de cuero cabelludo;Plástica y Reparadora;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1502068;SI;4;15-02-068;Expansor de piel (dos o más) primer tiempo;Plástica y Reparadora;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1502069;SI;4;15-02-069;Expansor de piel (dos o más) segundo tiempo retiro;Plástica y Reparadora;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1502070;SI;4;15-02-070;Expansor de piel (único) primer tiempo;Plástica y Reparadora;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1502071;SI;4;15-02-071;Expansor de piel (único) segundo tiempo o retiro;Plástica y Reparadora;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1602240;SI;4;16-02-240;Curación por Médico, Quemadura o Similar  menor al 5% superficie corporal en pabellón;Dermatología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1602241;SI;4;16-02-241;Curación por Médico, Quemadura o Similar  5 a 10% superficie corporal en pabellón;Dermatología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1602242;SI;4;16-02-242;Curación por Médico, Quemadura o Similar mayor al 10 %  superficie corporal en pabellón;Dermatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703023;SI;4;17-03-023;Denudación venosa (proc. aut.);Cirugía Cardiovascular;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1703064;SI;4;17-03-064;Implante de prótesis para hemodiálisis;Cirugía Cardiovascular;Cirugía Menor;Nueva;01-01-2021;31-12-2050
1703065;SI;4;17-03-065;Transposición basílica o similar;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703066;SI;4;17-03-066;Instalación de catéter venoso de larga duración tunelizado (incluye cateter);Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703067;SI;4;17-03-067;Simpatectomía cervico-torácica toracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704065;SI;4;17-04-065;Mediastinoscopía y/o videomediastinoscopía c/s biopsia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704066;SI;4;17-04-066;Tumores o quistes de mediastino (anterior o posterior) tratamiento quirúrgico c/s disección ganglionar por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704067;SI;4;17-04-067;Cirugía del diafragma con cirugía de vísceras abdominales o torácicas por vía toracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704068;SI;4;17-04-068;Heridas traumáticas, trat. quir. por vía videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704069;SI;4;17-04-069;Cirugía de tumores o malformaciones diafragmaticos por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704070;SI;4;17-04-070;Biopsia pleural por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704071;SI;4;17-04-071;Cuerpo extraño pleural, por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704072;SI;4;17-04-072;Decorticación pleuropulmonar (pleurectomía parcial o total) por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704073;SI;4;17-04-073;Absceso pulmonar, drenaje por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704074;SI;4;17-04-074;Cirugía de quiste hidatídico c/s resección pulmonar por vía videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704075;SI;4;17-04-075;Metástasis unilateral, trat. quir. por videotoracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704076;SI;4;17-04-076;Atresia esofágica con fístula traqueoesofágica por toracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704077;SI;4;17-04-077;Atresia esofágica sin fístula traqueoesofágica por toracoscopia;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704078;SI;4;17-04-078;Atresia esofágica sin fístula traqueoesofágica. Anastomosis;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703071;SI;4;17-03-071;Aneurisma torácico con compromiso de arco aórtico tratamiento endovascular;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703072;SI;4;17-03-072;Implante de desfribilador con resincronizador VVI (incluye dispositivo);Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703073;SI;4;17-03-073;Implante de desfribilador con resincronizador DDD  (incluye dispositivo);Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704080;SI;4;17-04-080;Videotoracoscopía exploradora ;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704081;SI;4;17-04-081;Conducto torácico, ligadura por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704082;SI;4;17-04-082;Frenoparalisis tratatamiento quirúrgico laparoscópico;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704083;SI;4;17-04-083;Frenoparalisis tratamiento quirúrgico por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704084;SI;4;17-04-084;Hernioplastía diafragmática por vía torácica c/s prótesis por vía videotoracoscopica ;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704085;SI;4;17-04-085;Pleurodesis por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704086;SI;4;17-04-086;Tumores pleurales, por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704087;SI;4;17-04-087;Cirugía del mesotelioma maligno;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704088;SI;4;17-04-088;Fibrinolisis pleural por pleurotomía;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704089;SI;4;17-04-089;Resección segmentaria atipica por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704090;SI;4;17-04-090;Heridas de pulmón, trat. quir. por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704091;SI;4;17-04-091;Lobectomía o bilobectomía por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704092;SI;4;17-04-092;Neumonectomía por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704093;SI;4;17-04-093;Resecciones segmentarias anatómica por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704094;SI;4;17-04-094;Extracción cuerpo extraño esofágico por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704095;SI;4;17-04-095;Resección de tumor esofagico benignos por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704096;SI;4;17-04-096;Resección de diverticulos esofágicos por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704097;SI;4;17-04-097;Sutura herida o perforación esófago torácico por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703068;SI;4;17-03-068;Resección ganglios mediastínicos por toracotomía;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703069;SI;4;17-03-069;Resección ganglios mediastínicos por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1703070;SI;4;17-03-070;Vaciamiento mediastínico ántero-superior;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1704079;SI;4;17-04-079;Cirugía del opérculo torácico por vía videotoracoscopica;Cirugía Cardiovascular;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802083;SI;4;18-02-083;Cirugía de la estenosis hipertrófica del píloro. Abierta;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802084;SI;4;18-02-084;Cirugía de la estenosis hipertrófica del píloro. Laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802085;SI;4;18-02-085;Laparotomía exploradora, instalación de VAC (por procedimiento);Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802086;SI;4;18-02-086;Cirugía antirreflujo más gastrostomía;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802087;SI;4;18-02-087;Cirugía antirreflujo más gastrostomia vía laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802158;SI;4;18-02-158;Cirugía bariátrica By Pass Gástrico por laparoscopia ;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802159;SI;4;18-02-159;Cirugía bariátrica Manga Gástrica por laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802088;SI;4;18-02-088;Cirugía de la atresia de vía biliar;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802089;SI;4;18-02-089;Cirugía de la atresia de vía biliar por vía laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802090;SI;4;18-02-090;Atresia o estenosis duodenal, páncreas anular, reparación quirúrgica. Abierta;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802091;SI;4;18-02-091;Atresia o estenosis duodenal, páncreas anular, reparación quirúrgica laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802092;SI;4;18-02-092;Esplenectomía por vía laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802093;SI;4;18-02-093;Cirugía de la enterocolitis neonatal con resección intestinal;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802094;SI;4;18-02-094;Cirugía de la enterocolitis neonatal con resección intestinal laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802095;SI;4;18-02-095;Cirugía de la enterocolitis neonatal con resección múltiple;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802096;SI;4;18-02-096;Cirugía de la enterocolitis neonatal con resección múltiple laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802097;SI;4;18-02-097;Cirugía de la enterocolitis neonatal sin resección intestinal;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802098;SI;4;18-02-098;Cirugía de la enterocolitis neonatal sin resección intestinal laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802099;SI;4;18-02-099;Reconstitución de transito post enterocolitis neonatal con una entero-entero anastomosis;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802106;SI;4;18-02-106;Reconstitución de transito post enterocolitis neonatal con múltiples entero-entero anastomosis;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802102;SI;4;18-02-102;Atresia o estenosis yeyuno-ileal, reparación primaria abierta;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802103;SI;4;18-02-103;Atresia o estenosis yeyuno-ileal, reparación primaria laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802104;SI;4;18-02-104;Atresia o estenosis yeyuno-ileal, resección y ostomías abierta;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802105;SI;4;18-02-105;Atresia o estenosis yeyuno-ileal, resección y ostomías laparoscopia;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802149;SI;4;18-02-149;By pass gástrico por cirugía abierta;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802150;SI;4;18-02-150;By pass gástrico por laparoscopía;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802151;SI;4;18-02-151;Cirugía del quiste de colédoco;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1802152;SI;4;18-02-152;Cirugía del quiste de colédoco laparoscópico;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1803039;SI;4;18-03-039;Cirugía de la cloaca, primer tiempo de derivación;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1803040;SI;4;18-03-040;Cirugía de la cloaca, reparación definitiva;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1803041;SI;4;18-03-041;Cirugía reparadora en Enfermedad de Hirschsprung vía abdomino-perineal;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1803042;SI;4;18-03-042;Cirugía reparadora en Enfermedad de Hirschsprung vía endoanal;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1902093;SI;4;19-02-093;Ureterostomía unilateral: vesical, cutáneo o intestinal por vía de abordaje laparoscopia;Urología y Nefrología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1902091;SI;4;19-02-091;Reparación vesical por trauma o daño de cualquier tipo. Por vía de abordaje laparoscópica;Urología y Nefrología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
1902092;SI;4;19-02-092;Inyección ureteral o vesical de medicamentos o sustancias vía endoscópica (no incluye fármaco);Urología y Nefrología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2002006;SI;4;20-02-006;Biopsia linfonodo centinela;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2003042;SI;4;20-03-042;Linfadenectomía pélvica bilateral laparoscopia ;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2003043;SI;4;20-03-043;Traquelectomía radical ;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2003044;SI;4;20-03-044;Linfadenectomía pelvica bilateral abierta;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2003045;SI;4;20-03-045;Traquelectomía radical laparoscópica ;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2003046;SI;4;20-03-046;Traquelectomía simple por vía vaginal;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2004013;SI;4;20-04-013;Cirugía quiste o tumor benigno del ovario abierta, neonatal;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
