CODIGO;Base REM;Tipo de Prestación;Código SIGTE;NOMBRE;Especialidad;Complejidad Nueva;Temporabilidad;Vigencia Entrada;Vigencia Salida
1902035;SI;4;19-02-035;Ligadura de arterias hipogástricas (proc. aut.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902036;SI;4;19-02-036;Operación de Bricker;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902037;SI;4;19-02-037;Resección endoscópica de cáncer vesical;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902038;SI;4;19-02-038;Reservorio continente intestinal externo o interno;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902040;SI;4;19-02-040;Extirpación divertículo o quiste para-uretral, cualquier vía;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902041;SI;4;19-02-041;Flegmón urinoso, drenaje y cistostomía;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902043;SI;4;19-02-043;Uretroplastía sin substitución - uretrorrafía;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902044;SI;4;19-02-044;Uretroplastía de substitución, cada tiempo;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902045;SI;4;19-02-045;Incontinencia urinaria de esfuerzo o d.i.e. (disfunción intrínseca del esfínter), cualquier vía única o combinada, con o sin instalación de mallas, elementos protésicos o esfínter artificial.;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902047;SI;4;19-02-047;Meatotomía quirúrgica c/s resección de pólipo o carúncula;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902049;SI;4;19-02-049;Uretrectomía y /o plastía  abierta de uretra posterior por  trauma o, estenosis  o cualquier etiología;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902050;SI;4;19-02-050;Fistulectomía uretral;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902051;SI;4;19-02-051;Uretrostomía;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902052;SI;4;19-02-052;Uretrotomía externa (proc. aut.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902053;SI;4;19-02-053;Uretrotomía interna y/o uretrolitotomía (proc. aut.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902054;SI;4;19-02-054;Tratamiento quirúrgico de absceso prostático y/o vesículas seminales, cualquier vía o técnica;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902055;SI;4;19-02-055;Adenoma o cáncer prostático, resección endoscópica desobstructiva, cualquier técnica (uni, bipolar, láser u otros);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902056;SI;4;19-02-056;Adenoma prostático, trat. quir. cualquier vía o técnica abierta;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902057;SI;4;19-02-057;Prostatectomía radical por cáncer prostático, vía abierta, laparoscópica o robótica, incluye linfadenectomía si corresponde;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902059;SI;4;19-02-059;Biopsia quirúrgica de testículo y/o aspiración epididimaria.;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902060;SI;4;19-02-060;Descenso testicular con o sin hernia, cualquier tiempo, cualquier técnica;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902061;SI;4;19-02-061;Descenso testículo inguinal c/s hernioplastía;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902062;SI;4;19-02-062;Escroto, plastía de, proc. completo;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902063;SI;4;19-02-063;Hidatidectomía unilat. c/s eversión de la vaginal (proc. aut.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902064;SI;4;19-02-064;Hidrocele y/o hematocele, incluye quistes cordón y/o epidídimo y/o hidatidectomías y/o cirugía intravaginal del mismo lado ;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902065;SI;4;19-02-065;Orquidectomía unilateral;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902066;SI;4;19-02-066;Orquidopexia unilateral;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902067;SI;4;19-02-067;Prótesis testicular, (proc. aut.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902068;SI;4;19-02-068;Orquidectomía ampliada por cáncer testicular;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902069;SI;4;19-02-069;Disección ganglionar lumboaórtica por cáncer testicular, cualquier vía o técnica, uni o bilateral o modificada.;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902070;SI;4;19-02-070;Anastomosis deferentes o epidídimo-deferencial;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902071;SI;4;19-02-071;Cirugía del epidídimo y cordón (proc.aut), incluye cirugía intravaginal y/o varicocele mismo lado;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902072;SI;4;19-02-072;Plastía epidídimo-deferente (operación de Martín o sim.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902073;SI;4;19-02-073;"Quistes del cordón, y/o epidídimo, extirpación; epididimotomía diagnóstica y/o terapéutica (proc. aut.)";Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902074;SI;4;19-02-074;Exploración escroto agudo. Incluye hematocele por trauma, destorsión y fijación testículo, hidatidectomía  y eversión bilateral si corresponde ;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902075;SI;4;19-02-075;Varicocele unilateral y/o denervación cordón espermático (incluye quistes, hidátides e hidrocele mismo lado);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902076;SI;4;19-02-076;Vasectomía bilateral, (proc. aut.) (la vasectomía como tiempo previo a una resección de próstata esta incluida en la prostatectomía);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902078;SI;4;19-02-078;Amputación parcial del pene (proc. aut.);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902079;SI;4;19-02-079;Amputación total del pene, proc. completo;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902080;SI;4;19-02-080;Biopsia de pene (proc. aut.);Urología y Nefrología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1902081;SI;4;19-02-081;Cirugía del priapismo cualquier vía o técnica;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902082;SI;4;19-02-082;Circuncisión (incluye sección de frenillo, y/o de sinequias bálano-prepuciales, y/o incisión dorsal c/s meatotomía);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902083;SI;4;19-02-083;Cirugía traumatismo peneano o curvaturas  adquiridas de la albugínea;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902084;SI;4;19-02-084;Meatotomía hombre y/o sección frenillo y/o incisión dorsal, (proc. aut.);Urología y Nefrología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1902085;SI;4;19-02-085;Implantación prótesis peneana cualquier tipo o vía (no incluye prótesis);Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1902090;SI;4;19-02-090;Tratamiento integral litiasis urinaria por vía litotripsia extracorpórea;Urología y Nefrología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2002001;SI;4;20-02-001;Absceso y/o hematoma de mama, trat.quir.;Ginecología y Obstetricia;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2002002;SI;4;20-02-002;Mastectomía parcial (cuadrantectomía o similar) o total s/vaciamiento ganglionar;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2002003;SI;4;20-02-003;Mastectomía radical o tumorectomía c/vaciamiento ganglionar o mastectomía total c/vaciamiento ganglionar;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2002005;SI;4;20-02-005;Tumor benigno y/o quiste y/o mama supernumeraria y/o aberrante o politelia, o biopsia quirúrgica extemporánea, trat. quir. (proc. aut);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003001;SI;4;20-03-001;Ooforectomía parcial o total, uni o bilateral (proc. aut.);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003002;SI;4;20-03-002;Anexectomía y/o vac. de absceso tubo-ovárico, uni o bilateral.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003003;SI;4;20-03-003;Embarazo tubario, trat. quir.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003004;SI;4;20-03-004;Ligadura o sección uni o bilateral de las trompas (Madlener, Pomeroy, o similares) (proc. aut.);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003005;SI;4;20-03-005;Salpingectomía uni o bilateral;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003006;SI;4;20-03-006;Esterilidad tubaria, operación plástica uni o bilateral con microcirugía;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003007;SI;4;20-03-007;Esterilidad tubaria, operación plástica uni o bilateral sin microcirugía;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003008;SI;4;20-03-008;Miomectomía;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003009;SI;4;20-03-009;Histerectomía subtotal por vía abdominal;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003010;SI;4;20-03-010;Histerectomía total o ampliada por vía abdominal;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003011;SI;4;20-03-011;Ligamento ancho: abscesos y/o hematomas y/o flegmones y/o quistomas y/o várices u otros, trat. quir. (proc. aut.);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003012;SI;4;20-03-012;Conización y/o amputación del cuello uterino, diagnóstica y/o terapéutica  c/s biopsia;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003013;SI;4;20-03-013;Exanteración pelviana anterior y/o posterior;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003014;SI;4;20-03-014;Histerectomía por vía vaginal;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003015;SI;4;20-03-015;Histerectomía radical con disección pelviana completa de territorios ganglionares, incluye ganglios lumboaórticos (operación de Wertheim o similares);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003016;SI;4;20-03-016;Histerectomía total c/intervención incontinencia urinaria, cualquier técnica;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003017;SI;4;20-03-017;Histeropexia;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003018;SI;4;20-03-018;Plastía uterina (operación de Strassmann o similares);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003019;SI;4;20-03-019;Polipectomía (uno o más) (proc. aut.);Ginecología y Obstetricia;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2003020;SI;4;20-03-020;Sinequia y/o estenosis cervical, trat. quir.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003021;SI;4;20-03-021;Colpoceliotomía;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003022;SI;4;20-03-022;Incontinencia urinaria de esfuerzo, trat. quir. por vía vaginal (proc. aut.);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003023;SI;4;20-03-023;Prolapso anterior y/o posterior con repar., incontinencia urinaria por vía extravaginal o combinada;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003024;SI;4;20-03-024;Prolapso anterior y/o posterior c/s trat. de incontinencia urinaria por vía vaginal, trat. quir.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003025;SI;4;20-03-025;Quiste y/o desgarro y/o tabique vaginal, trat. quir.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003026;SI;4;20-03-026;Bartolinitis, vaciamiento y drenaje (proc. aut.);Ginecología y Obstetricia;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2003027;SI;4;20-03-027;Bartolinocistoneostomía o extirp. de la glándula;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003028;SI;4;20-03-028;Vulvectomía radical;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003029;SI;4;20-03-029;Vulvectomía simple;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003030;SI;4;20-03-030;Desgarro cervical trat. quir.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003031;SI;4;20-03-031;Videolaparoscopía ginecológica exploradora (incluye toma de muestras para biopsias, punción de quistes y liberación de adherencias) (proc. aut.);Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003040;SI;4;20-03-040;Incompetencia cervical trat. quir.;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2003041;SI;4;20-03-041;Extracción de DIU incrustado, por vía abdominal;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2004001;SI;4;20-04-001;Aborto retenido, vaciamiento de (incluye la inducción en los casos que corresponda);Ginecología y Obstetricia;Proc;Antigua;31-12-2008;31-12-2024
2004002;SI;4;20-04-002;Raspado uterino diagnóstico o terapéutico por metrorragia o por restos de aborto;Ginecología y Obstetricia;Proc;Antigua;31-12-2008;31-12-2024
2004005;SI;4;20-04-005;Cesárea con histerectomía;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2004006;SI;4;20-04-006;Cesárea c/s salpingoligadura o salpingectomía;Ginecología y Obstetricia;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104001;SI;4;21-04-001;Artroscopía diagnóstica c/s biopsia, c/s sección de bridas, extracción de cuerpo extraño;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104002;SI;4;21-04-002;Exostosis u osteocondroma, trat. quir.;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104003;SI;4;21-04-003;Quistes sinoviales de vainas flexoras, bursas;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104004;SI;4;21-04-004;Tracción halocraneana o estribo-craneana (proc. aut.);Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104005;SI;4;21-04-005;Tracción halocráneo-femoral;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104006;SI;4;21-04-006;Tracción transesquelética o de partes blandas en adultos o en niños (proc. aut.);Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104007;SI;4;21-04-007;Artrodesis de codo o muñeca, c/u;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104008;SI;4;21-04-008;Artrodesis de hombro, cadera,rodilla, tobillo o sacroilíaca, c/u;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104009;SI;4;21-04-009;Artrodesis de mano o pie c/u;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104010;SI;4;21-04-010;Tratamiento completo de fracturas expuestas de brazo, antebrazo, muslo y pierna, c/u;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104011;SI;4;21-04-011;Tratamiento completo de fracturas expuestas de mano o pie, c/u      ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104012;SI;4;21-04-012;Osteítis, raspado, c/s secuestrectomía;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104013;SI;4;21-04-013;Osteomielitis aguda hematógena, drenaje quirúrgico, c/s dispositivos de osteoclisis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104014;SI;4;21-04-014;Osteomielitis crónica huesos largos, legrado óseo,  c/s osteosíntesis o aparato de yeso;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104015;SI;4;21-04-015;Artrotomía hombro o cadera c/u;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104016;SI;4;21-04-016;Artrotomía de codo, muñeca, tobillo o temporomandibular, c/u;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104017;SI;4;21-04-017;Pseudoartrosis  infectada huesos largos, trat. quir. cualquier técnica, c/s dispositivo de osteoclisis, c/s osteosíntesis o aparato de yeso;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104018;SI;4;21-04-018;Autotrasplante óseo microquirúrgico;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104019;SI;4;21-04-019;Injerto esponjoso metafisiario;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104020;SI;4;21-04-020;Injertos esponjosos o córtico-esponjosos de cresta ilíaca;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104021;SI;4;21-04-021;Transplante óseo (auto u homotrasplante);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104022;SI;4;21-04-022;Lesiones quísticas con fractura patológica: legrado óseo, c/s relleno injerto esponjoso, c/s osteosíntesis y/o aparato de inmovilización postoperatoria;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104023;SI;4;21-04-023;Lesiones quísticas intraosea: legrado óseo, c/s relleno de injertos;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104024;SI;4;21-04-024;Metástasis ósea c/s fractura patológica, legrado tumoral, relleno cemento quirúrgico y osteosíntesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104025;SI;4;21-04-025;Tumor óseo, resección en bloque, c/s osteosíntesis y/o aparato inmovilización postoperatorio;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104026;SI;4;21-04-026;Tumores o quistes o lesiones pseudoquísticas o musculares y/o tendíneas, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104027;SI;4;21-04-027;Tumores óseos: resección en bloque, epifisiaria c/artrodesis o diafisiaria;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104028;SI;4;21-04-028;Tumores primarios o metastásicos vertebrales: corporectomía, reemplazo por cemento quir. o injerto óseo, c/s osteosíntesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104029;SI;4;21-04-029;Sinovectomías quirúrgicas de codo o muñeca o metacarpofalángicas, c/u;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104030;SI;4;21-04-030;Sinovectomías quirúrgicas de rodilla o cadera u hombro, c/u;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104031;SI;4;21-04-031;Epineurorrafia microquirúrgica con magnificación cualquier tronco nervioso (con excepción nervios digitales);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104033;SI;4;21-04-033;Biopsia ósea por punción;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104034;SI;4;21-04-034;Biopsia ósea quirúrgica;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104035;SI;4;21-04-035;Biopsia sinovial o muscular por punción;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104036;SI;4;21-04-036;Biopsia sinovial o muscular quirúrgica;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104037;SI;4;21-04-037;Biopsia vertebral por punción;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104038;SI;4;21-04-038;Regularización de Muñón de Amputación;Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
2104039;SI;4;21-04-039;Osteocondrosis o epifisitis, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104040;SI;4;21-04-040;Amputación interescápulo-torácica;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104041;SI;4;21-04-041;Desarticulación escápulo-humeral;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104042;SI;4;21-04-042;Endoprótesis total de hombro,(cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104044;SI;4;21-04-044;Fractura cuello humeral, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104045;SI;4;21-04-045;Fractura de clavícula, osteosíntesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104046;SI;4;21-04-046;Fractura escápula, osteosíntesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104047;SI;4;21-04-047;Luxación acromio-clavicular o esterno-clavicular, reducción o plastía cápsuloligamentosa y osteosíntesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104048;SI;4;21-04-048;Luxación recidivante de hombro, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104049;SI;4;21-04-049;Luxación traumática de hombro, reducción cruenta;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104050;SI;4;21-04-050;Luxofractura, reducción y osteosíntesis hombro;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104051;SI;4;21-04-051;Ruptura manguito rotadores, trat. quir. c/s acromiectomía;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104052;SI;4;21-04-052;Transposiciones musculares;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104053;SI;4;21-04-053;Amputación brazo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104054;SI;4;21-04-054;"Fractura supracondílea niño; tracción esquelética, c/s osteosíntesis y aparato de yeso";Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104055;SI;4;21-04-055;Osteosíntesis diafisiaria de húmero (cualquier técnica) ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104056;SI;4;21-04-056;Osteosíntesis supra o intercondílea (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104057;SI;4;21-04-057;Osteotomía húmero (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104058;SI;4;21-04-058;Pseudoartrosis c/s osteosíntesis c/s yeso húmero;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104059;SI;4;21-04-059;Artroplastía con fascia codo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104060;SI;4;21-04-060;Cúpula radial, resección;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104061;SI;4;21-04-061;Cúpula radial, (resección con implante de prótesis) artroplastía ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104062;SI;4;21-04-062;Endoprótesis total de codo, (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104063;SI;4;21-04-063;Epicondilitis, trat. quir. (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104064;SI;4;21-04-064;Luxación de codo, reducción cruenta ;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104065;SI;4;21-04-065;Luxofractura de codo, reducción cruenta c/s resección cúpula radial;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104066;SI;4;21-04-066;Osteosíntesis epitroclea-epicóndilo (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104067;SI;4;21-04-067;Osteosíntesis olécranon u osteosíntesis de cúpula radial (proc. aut.) (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104068;SI;4;21-04-068;Traslocación nervio cubital (proc. aut.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104069;SI;4;21-04-069;Operación de salvataje radio-procúbito;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104070;SI;4;21-04-070;Amputación antebrazo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104071;SI;4;21-04-071;Extirpación metáfisis distal del cúbito y artrodesis radiocubital inferior;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104072;SI;4;21-04-072;Luxofracturas (Monteggia-Galeazzi), reducc. y osteosíntesis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104073;SI;4;21-04-073;Osteosíntesis, fract.cerrada cúbito y/o radio (cualq. tecn.);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104074;SI;4;21-04-074;Osteotomía uno o ambos huesos, c/s osteosíntesis c/s yeso o trat. quir. Enf. de Kienbock;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104075;SI;4;21-04-075;Pseudoartrosis  cúbito y/o radio c/s osteosíntesis c/s yeso;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104076;SI;4;21-04-076;Sinostosis radio-cubital, trat. quir., c/s injerto;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104077;SI;4;21-04-077;Trasplantes músculo-tendinosos antebrazo;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104078;SI;4;21-04-078;Contractura isquem. de Volkmann: descenso muscular, neurolisis;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104079;SI;4;21-04-079;Endoprótesis total de muñeca, (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104080;SI;4;21-04-080;Estiloides cubital, radial, resección de.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104081;SI;4;21-04-081;Fractura o pseudoartrosis escafoides, trat. quir. cualq. técn.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104083;SI;4;21-04-083;Luxación radiocarpiana, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104084;SI;4;21-04-084;Luxación semilunar ,escafoidea, reducción y osteosíntesis semicruenta o cruenta;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104085;SI;4;21-04-085;Osteosíntesis radio, (cualquier técnica);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104086;SI;4;21-04-086;Tendovaginosis de De Quervain, trat. quir.;Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104087;SI;4;21-04-087;Amputación dedos (tres o más);Traumatología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
2104088;SI;4;21-04-088;Amputación dedos (uno o dos);Traumatología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
